time,latitude,longitude,curl,ektrx,ektry
UTC,degrees_north,degrees_east,MPa m-1,kg m-1 s-1,kg m-1 s-1
2018-06-10T00:00:00Z,29.5,252.5,-0.06451251,-44.117687,-89.25375
2018-06-10T00:00:00Z,29.5,253.5,-0.019973371,-167.311,-165.52884
2018-06-10T00:00:00Z,29.5,254.5,0.11341468,-124.654106,-127.37626
2018-06-10T00:00:00Z,29.5,255.5,0.3043084,85.93675,-3.1153247
2018-06-10T00:00:00Z,30.5,242.5,-1.5624992,-2700.2979,-1564.9941
2018-06-10T00:00:00Z,30.5,243.5,-1.0717348,-3255.98,-2540.5916
2018-06-10T00:00:00Z,30.5,244.5,-0.6952405,-3371.8882,-3134.418
2018-06-10T00:00:00Z,30.5,245.5,0.20210214,-3305.3132,-3645.1108
2018-06-10T00:00:00Z,30.5,246.5,1.3721067,-1598.7567,-2556.2524
2018-06-10T00:00:00Z,30.5,247.5,0.9682726,-107.4333,-1038.6873
2018-06-10T00:00:00Z,30.5,248.5,0.30794957,389.50427,-400.58337
2018-06-10T00:00:00Z,30.5,249.5,0.01783153,582.4698,-154.69911
2018-06-10T00:00:00Z,30.5,250.5,-0.17674428,342.55786,-86.68421
2018-06-10T00:00:00Z,30.5,251.5,-0.14526948,82.12412,-60.8736
2018-06-10T00:00:00Z,30.5,252.5,-0.09833368,-29.27756,-52.723488
2018-06-10T00:00:00Z,30.5,253.5,-0.033712823,-154.03006,-124.82509
2018-06-10T00:00:00Z,30.5,254.5,0.12099345,-71.30344,-76.17919
2018-06-10T00:00:00Z,30.5,255.5,0.32866937,143.33803,43.35224
2018-06-10T00:00:00Z,31.5,242.5,-1.9142196,-4409.748,-3401.9458
2018-06-10T00:00:00Z,31.5,243.5,-0.65807986,-4278.6704,-3796.9465
2018-06-10T00:00:00Z,31.5,244.5,-0.1636933,-4130.2114,-4036.1313
2018-06-10T00:00:00Z,31.5,245.5,1.4384656,-3497.1165,-3913.7703
2018-06-10T00:00:00Z,31.5,246.5,1.9920573,-1042.3774,-1690.2256
2018-06-10T00:00:00Z,31.5,247.5,0.9501371,97.514786,-473.21228
2018-06-10T00:00:00Z,31.5,248.5,0.34669033,671.04706,-245.24362
2018-06-10T00:00:00Z,31.5,249.5,-0.17172135,854.53595,-81.63567
2018-06-10T00:00:00Z,31.5,250.5,-0.3991142,399.34357,-84.21957
2018-06-10T00:00:00Z,31.5,251.5,-0.30039924,120.67959,-96.18594
2018-06-10T00:00:00Z,31.5,252.5,-0.25740674,-15.3869505,-111.02519
2018-06-10T00:00:00Z,31.5,253.5,-0.110074654,-160.14787,-208.72214
2018-06-10T00:00:00Z,31.5,254.5,0.1345735,-17.69813,-94.283554
2018-06-10T00:00:00Z,31.5,255.5,0.27902117,265.9817,40.22016
2018-06-10T00:00:00Z,32.5,242.5,-1.1288683,-5671.1675,-5245.0317
2018-06-10T00:00:00Z,32.5,243.5,-0.08123919,-4459.882,-4611.6655
2018-06-10T00:00:00Z,32.5,244.5,0.71325654,-4078.6638,-4315.636
2018-06-10T00:00:00Z,32.5,245.5,2.263186,-2488.5044,-2792.7344
2018-06-10T00:00:00Z,32.5,246.5,1.5239563,-431.7794,-743.72766
2018-06-10T00:00:00Z,32.5,247.5,0.58300394,148.16066,-183.14919
2018-06-10T00:00:00Z,32.5,248.5,0.2696155,773.27155,-236.65822
2018-06-10T00:00:00Z,32.5,249.5,-0.3774792,995.698,-333.04224
2018-06-10T00:00:00Z,32.5,250.5,-0.6669276,528.4628,-400.52713
2018-06-10T00:00:00Z,32.5,251.5,-0.5557286,248.7144,-453.37946
2018-06-10T00:00:00Z,32.5,252.5,-0.41399345,33.116203,-473.5506
2018-06-10T00:00:00Z,32.5,253.5,-0.07727391,-121.27082,-432.55453
2018-06-10T00:00:00Z,32.5,254.5,0.24387044,67.86615,-167.01488
2018-06-10T00:00:00Z,32.5,255.5,0.29876173,562.1033,-38.940575
2018-06-10T00:00:00Z,33.5,242.5,0.03828086,-6500.304,-6913.5713
2018-06-10T00:00:00Z,33.5,243.5,0.6583713,-4326.157,-5645.597
2018-06-10T00:00:00Z,33.5,244.5,1.6677307,-3027.093,-4077.474
2018-06-10T00:00:00Z,33.5,245.5,1.885481,-1138.186,-1535.6907
2018-06-10T00:00:00Z,33.5,246.5,0.70885026,-123.630806,-347.90356
2018-06-10T00:00:00Z,33.5,247.5,0.26812792,135.76782,-194.41515
2018-06-10T00:00:00Z,33.5,248.5,0.24893478,570.2158,-447.88354
2018-06-10T00:00:00Z,33.5,249.5,-0.18561071,964.5787,-855.3626
2018-06-10T00:00:00Z,33.5,250.5,-0.5247597,749.6722,-1093.7167
2018-06-10T00:00:00Z,33.5,251.5,-0.43234506,491.57034,-1081.7643
2018-06-10T00:00:00Z,33.5,252.5,-0.28308007,250.38452,-841.98096
2018-06-10T00:00:00Z,33.5,253.5,-0.014715987,59.053074,-454.04254
2018-06-10T00:00:00Z,33.5,254.5,0.277526,195.36469,-189.011
2018-06-10T00:00:00Z,33.5,255.5,0.23201704,801.87286,-143.26028
2018-06-10T06:00:00Z,15.5,242.5,0.13912086,-41320.707,-10778.051
2018-06-10T06:00:00Z,15.5,243.5,10.767851,-35073.945,-10195.792
2018-06-10T06:00:00Z,15.5,244.5,9.832776,-7856.5327,-2627.2505
2018-06-10T06:00:00Z,15.5,245.5,4.3154483,-127.258194,-127.4163
2018-06-10T06:00:00Z,15.5,246.5,6.138264,3388.2146,662.4386
2018-06-10T06:00:00Z,15.5,247.5,6.868836,19291.97,5350.8315
2018-06-10T06:00:00Z,15.5,248.5,0.14554018,22650.375,7079.421
2018-06-10T06:00:00Z,15.5,249.5,-3.0096016,8674.013,2879.2136
2018-06-10T06:00:00Z,15.5,250.5,-1.0959489,2632.7148,760.0982
2018-06-10T06:00:00Z,15.5,251.5,-0.25199366,1512.3057,201.40532
2018-06-10T06:00:00Z,15.5,252.5,-0.24058622,643.6722,-39.679443
2018-06-10T06:00:00Z,15.5,253.5,-0.622733,-166.23605,-29.292494
2018-06-10T06:00:00Z,15.5,254.5,-1.2577538,-3372.3538,884.50824
2018-06-10T06:00:00Z,15.5,255.5,-0.71844536,-9335.203,6370.341
2018-06-10T06:00:00Z,16.5,242.5,-0.015772002,-33675.227,-893.72845
2018-06-10T06:00:00Z,16.5,243.5,8.406051,-30762.77,2745.8796
2018-06-10T06:00:00Z,16.5,244.5,9.078185,-10196.196,4412.542
2018-06-10T06:00:00Z,16.5,245.5,6.1295676,-1559.7213,3678.9185
2018-06-10T06:00:00Z,16.5,246.5,6.8663974,3399.7095,6840.2007
2018-06-10T06:00:00Z,16.5,247.5,5.0085583,14830.601,13290.395
2018-06-10T06:00:00Z,16.5,248.5,-1.121413,15638.069,10814.503
2018-06-10T06:00:00Z,16.5,249.5,-2.633934,5382.5146,3488.7522
2018-06-10T06:00:00Z,16.5,250.5,-0.8167473,1504.8303,967.1202
2018-06-10T06:00:00Z,16.5,251.5,-0.13661447,775.2787,346.55316
