Cruise,Station,        Date,Cast,CTD_btl,   Longitude,Latitude,     Depth,     Sal0,     Sal1,       T0,       T1,Sigma_0,Sigma_11,      Sbeox_0,Sbeox_1,Sbeox_pcnt,Fluorescence,Beam_Attn,Beam_Trans,      Par,     pH,   PO4,SiOH_4,    NO3,   NO2,   NH4
RR1804,      8,  2018-03-31,   9,     22,   -110.0001,18.87422,   101.265,  34.0619,  34.0617,  16.8396,  16.8364,24.8359, 24.8359,  123.2422918,123.244,    51.214,       0.380,   12.373,    4.5354,     1.59,     nd,  1.23,  9.08,  10.25,  0.09,     0
RR1804,      8,  2018-03-31,   9,     23,   -110.0001,18.87422,    81.738,  34.0154,  34.0112,  19.7258,  19.6861,24.0863, 24.0863,  193.7062091,193.708,    84.915,       0.795,  12.4072,    4.4969,     5.81,     nd,  0.54,  3.37,   0.95,  0.27,     0
RR1804,      8,  2018-03-31,   9,     24,   -110.0001,18.87422,     2.848,  34.3774,  34.3761,  25.1678,  25.1684,  22.82,   22.82,  202.7238419,202.725,    97.934,      0.0805,  12.3832,    4.5238,      598,  7.745,  0.25,  1.34,   0.27,  0.04,     0
RR1804,      9,  2018-03-31,  10,     nd,  -110.00002,18.33256,  2000.608,   34.643,  34.6427,   2.1484,   2.1483, 27.685,  27.685,  83.45820947, 83.459,    25.267,      0.0608,  12.3452,    4.5671,   0.0731,  7.913,    nd,    nd,     nd,    nd,    nd
RR1804,      9,  2018-03-31,  10,      2,  -110.00002,18.33256,  2001.242,   34.643,  34.6427,   2.1479,   2.1475,27.6851, 27.6851,  83.45211972, 83.453,    25.265,      0.0617,  12.3452,    4.5671,   0.0762,     nd,  2.78,140.89,  42.56,  0.03,     0
RR1804,      9,  2018-03-31,  10,      3,  -110.00001,18.33256,   1752.88,  34.6214,  34.6208,   2.5277,   2.5277,27.6354, 27.6354,  64.76032258, 64.762,    19.789,      0.0653,   12.346,    4.5661,   0.0741,     nd,  2.92,134.57,  43.69,  0.02,  0.04
RR1804,      9,  2018-03-31,  10,      4,  -110.00002,18.33256,  1501.266,  34.5969,  34.5961,   3.0623,   3.0624,27.5676, 27.5676,  43.40347049, 43.405,    13.437,      0.0684,  12.3478,    4.5641,   0.0711,     nd,  3.07, 122.6,  45.11,  0.02,     0
RR1804,      9,  2018-03-31,  10,      5,  -110.00002,18.33254,  1201.732,  34.5645,  34.5635,   3.7989,   3.7991,27.4696, 27.4696,  22.27863968,  22.28,      7.02,      0.0711,  12.3493,    4.5624,   0.0723,  7.689,  3.22,110.71,  46.96,  0.02,     0
RR1804,      9,  2018-03-31,  10,      6,  -109.99998,18.33256,  1002.586,    34.54,  34.5389,   4.5133,   4.5135,27.3742, 27.3742,  8.659819373,  8.661,     2.776,      0.0717,  12.3514,    4.5599,   0.0652,  7.645,  3.25, 90.05,  45.91,  0.02,     0
RR1804,      9,  2018-03-31,  10,      7,        -110,18.33256,   902.302,  34.5268,  34.5258,   4.9967,   4.9967,27.3091, 27.3091,  4.267824553,  4.269,     1.384,      0.0721,  12.3515,    4.5598,   0.0603,  7.605,  3.21, 79.87,  44.04,  0.02,     0
RR1804,      9,  2018-03-31,  10,      8,  -109.99998,18.33256,   801.219,  34.5238,  34.5228,   5.6285,   5.6285,27.2314, 27.2314,  1.737072095,  1.738,     0.572,      0.0720,  12.3511,    4.5603,   0.0615,  7.573,  3.11,  71.3,     42,  0.02,     0
RR1804,      9,  2018-03-31,  10,      9,  -109.99998,18.33258,   701.661,  34.5158,  34.5147,   6.1223,   6.1227,27.1626, 27.1626,  1.463375906,  1.464,     0.487,      0.0722,  12.3502,    4.5613,   0.0596,  7.543,  3.09, 60.39,  38.84,  0.02,     0
RR1804,      9,  2018-03-31,  10,     10,        -110,18.33256,     602.1,  34.5107,  34.5099,   6.8801,     6.88,27.0576, 27.0576,  1.405714733,  1.406,     0.476,      0.0727,  12.3506,    4.5609,   0.0576,  7.547,  2.95, 52.42,  34.67,  0.03,     0
RR1804,      9,  2018-03-31,  10,     11,        -110,18.33256,   500.839,  34.5257,  34.5248,   8.0404,   8.0428, 26.903,  26.903,  1.661549338,  1.661,     0.578,      0.0727,  12.3522,    4.5591,   0.0524,     nd,   2.9, 48.01,  31.93,  0.03,     0
RR1804,      9,  2018-03-31,  10,     12,  -109.99998,18.33256,   451.211,  34.5612,  34.5599,   8.7104,   8.7083, 26.828,  26.828,   0.99821976,  0.997,     0.352,      0.0732,  12.3535,    4.5576,   0.0512,  7.549,   2.8, 42.67,  28.81,  0.06,     0
RR1804,      9,  2018-03-31,  10,     13,        -110,18.33256,   401.538,  34.6131,  34.6121,   9.5521,    9.552,26.7328, 26.7328,  0.967875965,  0.969,     0.349,      0.0732,  12.3559,    4.5549,   0.0508,  7.542,  2.71, 35.61,  26.75,  0.03,     0
RR1804,      9,  2018-03-31,  10,     14,  -109.99998,18.33256,   351.497,  34.6401,  34.6391,  10.2569,  10.2568, 26.634,  26.634,  0.901002694,  0.901,     0.329,      0.0733,  12.3575,     4.553,   0.0507,  7.555,  2.63, 33.98,  24.82,  0.07,     0
RR1804,      9,  2018-03-31,  10,     15,        -110,18.33256,   302.152,  34.6906,  34.6898,  11.0834,  11.0841,26.5263, 26.5263,  0.791504319,  0.791,     0.294,      0.0730,    12.36,    4.5502,   0.0507,     nd,  2.51, 29.59,   23.1,  1.72,  0.04
RR1804,      9,  2018-03-31,  10,     16,  -110.00002,18.33256,   252.013,  34.7719,  34.7713,   12.092,  12.0926,26.4007, 26.4007,  0.791601175,  0.792,     0.301,      0.0724,  12.3671,    4.5421,   0.0507,  7.585,  2.51, 27.61,  22.35,  2.47,     0
RR1804,      9,  2018-03-31,  10,     17,  -110.00002,18.33254,   201.374,  34.7872,  34.7864,  12.7736,  12.7743,26.2787, 26.2787,  0.755155495,  0.755,     0.291,      0.0822,  12.3688,    4.5402,   0.0507,     nd,  2.45, 24.62,  24.03,  1.14,     0
RR1804,      9,  2018-03-31,  10,     18,        -110,18.33258,   165.076,   34.772,   34.772,  13.8627,  13.8652,26.0446, 26.0446,  0.718779671,  0.718,     0.283,       0.339,  12.3743,    4.5339,    0.170,  7.599,  1.57, 13.12,  15.87,  0.08,     0
RR1804,      9,  2018-03-31,  10,     19,  -109.99998,18.33258,   121.754,  34.1323,  34.1306,  15.6443,  15.6483,25.1647, 25.1647,  94.77745381, 94.779,    38.507,       0.337,  12.3666,    4.5427,     2.10,     nd,  1.38,  10.3,  12.56,  0.13,     0
RR1804,      9,  2018-03-31,  10,     20,        -110,18.33256,   114.508,  34.1881,  34.1871,  17.0066,  17.0194,24.8941, 24.8941,  107.4714695,107.474,    44.842,       0.384,  12.3734,     4.535,     3.71,   7.65,  0.99,  6.91,   6.91,  0.34,     0
RR1804,      9,  2018-03-31,  10,     21,  -110.00002,18.33256,   109.564,  34.1055,  34.1089,   18.036,  18.0379,24.5828, 24.5828,  140.4321593,140.435,     59.71,       0.670,  12.3829,    4.5242,     5.32,     nd,  0.74,  4.98,    3.6,   0.4,  0.02
RR1804,      9,  2018-03-31,  10,     22,        -110,18.33256,   104.025,  34.0517,   34.047,  18.5082,  18.5392,24.4247, 24.4247,   161.877442,161.878,     69.41,       0.701,  12.3907,    4.5154,     7.16,     nd,  0.72,  4.74,   3.18,  0.39,  0.41
RR1804,      9,  2018-03-31,  10,     24,  -109.99998,18.33256,     2.701,  34.3871,  34.3867,  25.5289,  25.5282,22.7169, 22.7169,  203.3828961,203.386,    98.852,      0.0130,  12.3908,    4.5152,  1.45E+3,     nd,  0.22,  1.33,   0.04,  0.02,  0.03
RR1804,     10,  2018-03-31,  11,      1,  -110.00046,17.79064,  1200.099,  34.5663,  34.5651,   3.7709,   3.7713,27.4739, 27.4739,  23.60157275, 23.603,     7.432,      0.0609,  12.3032,    4.6153,   0.0657,     nd,  3.29,114.68,  47.03,  0.01,     0
RR1804,     10,  2018-03-31,  11,      2,  -110.00044,17.79064,  1100.598,  34.5558,  34.5544,   4.0474,   4.0482,27.4368, 27.4368,  15.81301643, 15.814,     5.013,      0.0655,  12.3033,    4.6152,   0.0639,  8.037,  3.29,106.13,  47.14,  0.02,     0
RR1804,     10,  2018-03-31,  11,      3,  -110.00042,17.79062,  1000.705,  34.5404,  34.5385,   4.4453,    4.446,27.3818, 27.3818,  9.137304165,  9.138,     2.924,      0.0660,  12.3041,    4.6143,   0.0645,  8.215,  3.34,102.23,  47.05,  0.02,     0
RR1804,     10,  2018-03-31,  11,      4,  -110.00042,17.79064,   901.705,   34.535,   34.533,   4.9044,   4.9044,27.3261, 27.3261,  3.975733703,  3.976,     1.286,      0.0669,  12.3038,    4.6146,   0.0618,  7.564,    nd,    nd,     nd,    nd,    nd
RR1804,     10,  2018-03-31,  11,      5,  -110.00046,17.79064,   801.169,  34.5275,  34.5255,   5.5158,   5.5158,27.2479, 27.2479,  1.560601876,  1.561,     0.512,      0.0688,  12.3047,    4.6135,   0.0641,     nd,  3.28, 81.06,  45.02,  0.02,     0
RR1804,     10,  2018-03-31,  11,      6,  -110.00044,17.79062,   700.305,  34.5266,  34.5245,   6.1895,   6.1903,27.1625, 27.1625,  1.007021771,  1.008,     0.336,      0.0707,  12.3031,    4.6154,   0.0579,  7.556,  3.22, 74.85,  42.21,  0.01,     0
RR1804,     10,  2018-03-31,  11,      7,  -110.00042,17.79064,    600.45,  34.5314,  34.5293,   6.9635,   6.9639,27.0626, 27.0626,  0.988863775,  0.988,     0.335,      0.0726,  12.3047,    4.6135,   0.0565,     nd,  3.13, 66.48,  38.71,  0.02,     0
RR1804,     10,  2018-03-31,  11,      8,   -110.0004,17.79062,   500.351,  34.5354,  34.5333,   8.0006,   8.0005,26.9166, 26.9166,  1.156374335,  1.156,     0.402,      0.0717,  12.3068,    4.6111,   0.0545,  7.547,  3.04, 55.13,  34.93,  0.01,     0
RR1804,     10,  2018-03-31,  11,      9,  -110.00042,17.79062,   449.706,   34.577,  34.5749,   8.8559,   8.8566,26.8176, 26.8176,  0.900841591,    0.9,     0.319,      0.0727,  12.3079,    4.6099,   0.0521,  7.551,  2.97, 48.19,  31.69,  0.01,     0
RR1804,     10,  2018-03-31,  11,     10,   -110.0004,17.79066,   400.196,  34.6178,  34.6157,   9.7391,   9.7363,26.7054, 26.7054,  0.876590305,  0.877,     0.317,      0.0730,  12.3092,    4.6084,   0.0507,  7.556,  2.84, 41.89,  28.61,  0.02,  0.03
RR1804,     10,  2018-03-31,  11,     11,  -110.00042, 17.7906,   374.597,  34.6276,  34.6258,  10.1064,  10.1094,26.6505, 26.6505,  1.053182169,  1.054,     0.384,      0.0718,  12.3078,      4.61,   0.0507,  7.559,  2.78, 39.27,   27.7,  0.02,     0
RR1804,     10,  2018-03-31,  11,     12,   -110.0004,17.79064,    349.72,  34.6696,  34.6678,  10.5989,  10.6001,26.5974, 26.5974,  0.864506378,  0.864,     0.318,      0.0729,  12.3132,    4.6037,   0.0507,     nd,  2.72, 37.05,  24.99,  0.69,  0.19
RR1804,     10,  2018-03-31,  11,     13,  -110.00042,17.79064,   300.314,  34.7238,  34.7221,   11.416,  11.4154,26.4914, 26.4914,   0.75804337,  0.757,     0.284,      0.0719,  12.3168,    4.5996,   0.0507,  7.566,  2.67, 33.06,  23.42,  0.99,  0.06
RR1804,     10,  2018-03-31,  11,     14,   -110.0004,17.79062,   250.727,   34.766,  34.7642,  12.0554,  12.0549,26.4031, 26.4031,  0.794643937,  0.793,     0.301,      0.0705,  12.3193,    4.5968,   0.0507,     nd,  2.61, 30.38,  23.05,  1.59,  0.05
RR1804,     10,  2018-03-31,  11,     15,  -110.00044,17.79064,   201.712,  34.7918,    34.79,  12.7563,  12.7559,26.2857, 26.2857,  0.703386006,  0.702,      0.27,      0.0851,  12.3231,    4.5924,   0.0507,     nd,  2.57, 28.43,  22.69,  2.97,  0.03
RR1804,     10,  2018-03-31,  11,     16,  -110.00042,17.79064,   180.768,  34.7908,  34.7891,  13.3187,  13.3173,26.1715, 26.1715,  0.718690784,  0.717,      0.28,       0.161,  12.3243,    4.5911,   0.0507,  7.589,  2.54, 26.97,  22.91,   2.7,  0.02
RR1804,     10,  2018-03-31,  11,     17,  -110.00042,17.79062,   165.777,  34.7762,  34.7743,  13.7808,  13.7831,26.0649, 26.0649,  0.679172438,  0.679,     0.267,       0.262,  12.3256,    4.5895,   0.0507,     nd,  2.44, 26.52,  25.49,  0.02,  0.07
RR1804,     10,  2018-03-31,  11,     18,  -110.00044,17.79062,   150.053,  34.6852,  34.6831,  14.2101,  14.2105,25.9041, 25.9041,  5.455553789,  5.455,     2.163,      0.0968,  12.3093,    4.6083,   0.0507,  7.622,  2.49, 25.84,  24.18,  1.35,     0
RR1804,     10,  2018-03-31,  11,     19,  -110.00042,17.79062,   141.569,  34.4964,  34.4949,  14.3749,  14.3748,25.7231, 25.7231,  27.83097602,  27.83,    11.055,       0.143,  12.3102,    4.6072,   0.0507,     nd,  2.24,  21.9,  24.35,  0.05,  0.03
RR1804,     10,  2018-03-31,  11,     20,  -110.00044, 17.7906,   121.646,  34.2314,  34.2296,  14.8439,  14.8448,25.4173, 25.4173,  71.19967159, 71.201,    28.496,       0.213,  12.3154,    4.6012,   0.0507,     nd,  1.86, 16.96,  19.64,  0.05,  0.07
RR1804,     10,  2018-03-31,  11,     21,  -110.00042,17.79063,    101.13,  34.0111,  34.0097,  17.4397,  17.4391,24.6547, 24.6547,  143.1640825,143.166,    60.154,       0.616,   12.337,    4.5764,   0.0507,  7.633,  1.04,  7.83,   8.09,   0.2,     0
RR1804,     10,  2018-03-31,  11,     22,   -110.0004,17.79064,    91.625,  33.8969,  33.8952,  19.3021,  19.3081,24.1055, 24.1055,  215.9292915,215.932,    93.854,       0.919,   12.363,    4.5468,   0.0507,     nd,  0.42,  3.08,   0.09,  0.02,  0.05
RR1804,     10,  2018-03-31,  11,     23,  -110.00042,17.79062,    52.012,   34.361,  34.3595,  24.8423,  24.8385,22.9095, 22.9095,  209.1185731, 209.12,   100.465,       0.188,  12.3483,    4.5636,   0.0507,     nd,  0.25,  2.07,   0.03,  0.02,  0.05
RR1804,     10,  2018-03-31,  11,     24,  -110.00042,17.79064,     2.625,  34.3574,  34.3566,  26.2162,  26.2117,22.4813, 22.4813,  204.9579049, 204.96,   100.737,      0.0889,  12.3326,    4.5815,    0.284,  7.931,  0.24,  1.65,   0.02,  0.01,     0
RR1804,     11,  2018-04-01,  12,      1,  -109.99994,17.24924,  1200.081,  34.5684,  34.5672,   3.7528,    3.753,27.4773, 27.4773,   25.6939983, 25.696,     8.088,      0.0715,  12.3051,     4.613,   0.0680,  8.098,  3.26,108.43,  46.68,  0.17,  0.05
RR1804,     11,  2018-04-01,  12,      2,  -109.99993, 17.2492,  1100.395,  34.5562,  34.5546,    4.066,   4.0661,27.4351, 27.4351,  17.08745399, 17.089,     5.419,      0.0718,  12.3052,     4.613,   0.0681,  8.217,  3.35, 93.69,  47.44,  0.15,  0.04
RR1804,     11,  2018-04-01,  12,      3,  -109.99994,17.24924,  1000.294,   34.543,  34.5411,   4.4495,   4.4497,27.3834, 27.3834,  8.936537227,  8.935,     2.859,      0.0728,  12.3052,    4.6129,   0.0665,  8.224,  3.34, 97.74,  47.85,  0.18,  0.04
RR1804,     11,  2018-04-01,  12,      4,  -109.99994,17.24922,   901.021,  34.5363,  34.5345,    4.993,   5.0005,27.3171, 27.3171,  3.370429637,  3.369,     1.092,      0.0729,  12.3061,    4.6119,   0.0663,  7.575,  3.24,  74.9,  43.22,  0.16,     0
RR1804,     11,  2018-04-01,  12,      5,  -109.99992,17.24924,   801.023,  34.5311,  34.5291,   5.4507,   5.4507,27.2585, 27.2585,  1.508870455,  1.508,     0.494,      0.0727,  12.3056,    4.6124,   0.0642,     nd,   3.3, 81.07,  44.83,  0.15,  0.02
RR1804,     11,  2018-04-01,  12,      6,  -109.99996,17.24918,   700.039,  34.5338,  34.5316,   6.1718,   6.1722,27.1704, 27.1704,  1.010056365,   1.01,     0.337,      0.0730,  12.3033,    4.6152,   0.0630,     nd,  3.27,  72.6,  42.37,  0.17,  0.03
RR1804,     11,  2018-04-01,  12,      7,   -109.9999,17.24924,   600.472,  34.5387,  34.5366,   6.9755,    6.976,27.0667, 27.0667,  0.967561308,  0.968,     0.329,      0.0733,   12.305,    4.6132,   0.0613,     nd,  3.17, 64.66,  39.11,  0.18,  0.02
RR1804,     11,  2018-04-01,  12,      8,  -109.99998,17.24918,   499.686,  34.5673,  34.5652,   8.0175,   8.0174,26.9391, 26.9391,  0.897691986,  0.898,     0.312,      0.0744,  12.3068,    4.6111,   0.0566,  7.536,  3.04, 54.98,  33.69,  0.31,  0.02
RR1804,     11,  2018-04-01,  12,      9,  -109.99996,17.24922,   449.796,  34.5879,  34.5857,   8.7582,   8.7586,26.8415, 26.8415,  0.931253752,  0.932,     0.329,      0.0736,  12.3087,     4.609,   0.0512,  7.546,  2.97, 48.56,  31.67,  0.31,     0
RR1804,     11,  2018-04-01,  12,     10,  -109.99994,17.24922,    399.36,  34.6391,  34.6371,   9.7753,   9.7771, 26.716,  26.716,   0.87353757,  0.872,     0.315,      0.0733,  12.3111,    4.6061,   0.0508,  7.551,  2.84, 40.85,  27.23,  0.61,  0.02
RR1804,     11,  2018-04-01,  12,     11,  -109.99992, 17.2492,   374.962,  34.6564,  34.6545,   10.042,  10.0367, 26.684,  26.684,  0.852258338,  0.853,      0.31,      0.0738,  12.3121,     4.605,   0.0508,  7.559,  2.79,  38.6,  25.91,  0.88,     0
RR1804,     11,  2018-04-01,  12,     12,  -109.99992,17.24922,   350.478,  34.6817,  34.6798,  10.4884,  10.4881,26.6263, 26.6263,  0.806646976,  0.808,     0.297,      0.0734,  12.3139,     4.603,   0.0507,     nd,  2.74, 36.22,   24.5,  1.11,  0.01
RR1804,     11,  2018-04-01,  12,     13,  -109.99994,17.24922,   299.682,  34.7231,  34.7213,  11.2142,  11.2136,26.5278, 26.5278,  0.776281948,  0.775,     0.289,      0.0733,  12.3183,    4.5979,   0.0507,  7.577,  2.66, 32.53,  23.21,  1.54,     0
RR1804,     11,  2018-04-01,  12,     14,  -109.99994, 17.2492,   251.205,  34.7551,  34.7534,  11.8031,   11.804,26.4424, 26.4424,  0.712412114,  0.713,     0.269,      0.0723,  12.3209,    4.5949,   0.0507,     nd,   2.6, 29.88,  24.03,  1.78,     0
RR1804,     11,  2018-04-01,  12,     15,  -109.99992,17.24922,   201.084,  34.7829,  34.7812,  12.4635,  12.4633,26.3362, 26.3362,  0.767292433,  0.767,     0.294,      0.0785,  12.3237,    4.5917,   0.0507,     nd,  2.54, 27.91,  23.12,  2.53,     0
RR1804,     11,  2018-04-01,  12,     16,  -109.99992,17.24922,   176.091,  34.7828,  34.7809,  12.8393,  12.8357,26.2615, 26.2615,  0.773438349,  0.774,     0.299,       0.107,  12.3227,    4.5929,   0.0507,  7.597,  2.54,  27.1,  22.94,  2.44,     0
RR1804,     11,  2018-04-01,  12,     17,  -109.99994,17.24922,   146.073,   34.761,  34.7593,  13.6776,  13.6771, 26.074,  26.074,  0.703531129,  0.704,     0.276,       0.312,  12.3225,    4.5931,   0.0507,     nd,  2.52, 24.96,   24.4,  0.83,  0.02
RR1804,     11,  2018-04-01,  12,     18,  -109.99992,17.24922,   126.106,  34.6332,  34.6344,  14.5883,  14.5702,25.7826, 25.7826,  7.311490758,  7.312,      2.92,       0.155,  12.3127,    4.6043,   0.0507,  7.615,   2.4, 22.33,  25.21,     0,  0.01
RR1804,     11,  2018-04-01,  12,     19,  -109.99992,17.24924,   101.311,  34.2013,  34.2001,  16.8413,  16.8403,24.9426, 24.9426,  96.34990779,  96.35,    40.078,       0.467,  12.3342,    4.5797,   0.0507,     nd,   1.5, 11.18,  14.68,  0.05,     0
RR1804,     11,  2018-04-01,  12,     20,  -109.99992,17.24922,    90.562,  34.1425,  34.1378,  17.8074,  17.8777,24.6662, 24.6662,  129.1091187,129.112,    54.674,       0.901,  12.3514,      4.56,   0.0507,     nd,  1.09,  7.66,   8.26,  0.25,  0.06
RR1804,     11,  2018-04-01,  12,     21,  -109.99992,17.24922,    81.312,  34.1378,  34.1356,  18.7023,  18.7148, 24.441,  24.441,  165.9350075,165.938,    71.448,        1.01,  12.3677,    4.5415,   0.0507,     nd,  0.84,  5.47,   4.05,  0.26,  0.04
RR1804,     11,  2018-04-01,  12,     22,  -109.99994,17.24922,     70.64,  34.0071,  34.0057,  19.7473,  19.7517,24.0739, 24.0739,  200.2968243,200.299,    87.834,       0.997,  12.3791,    4.5285,   0.0507,  7.843,  0.52,  3.23,   0.72,     0,  0.04
RR1804,     11,  2018-04-01,  12,     23,  -109.99992, 17.2492,    61.313,  34.4599,  34.4561,   23.163,   23.166,23.4807, 23.4807,  211.1178061,211.121,    98.636,       0.289,  12.3509,    4.5606,   0.0507,  7.955,   0.4,  1.72,   0.05,     0,  0.01
RR1804,     11,  2018-04-01,  12,     24,  -109.99994,17.24922,     1.957,  34.3138,  34.3134,  26.1857,  26.1854, 22.458,  22.458,  201.9765115,201.978,    99.194,       0.124,  12.3549,     4.556,    0.352,  8.025,  0.23,  1.26,   0.01,     0,  0.01
RR1804,     12,  2018-04-01,  13,      1,  -110.00028,16.70751,   1199.45,  34.5738,  34.5724,   3.7689,   3.7694,27.4799, 27.4799,  25.02482044, 25.024,      7.88,      0.0657,  12.3054,    4.6127,   0.0646,  8.089,  3.21,106.66,  46.86,  0.02,  0.02
RR1804,     12,  2018-04-01,  13,      2,  -110.00026,16.70746,   1100.19,  34.5633,  34.5614,    4.021,   4.0217,27.4454, 27.4454,  19.26805551, 19.268,     6.104,      0.0662,  12.3064,    4.6116,   0.0675,  8.179,    nd,    nd,     nd,    nd,    nd
RR1804,     12,  2018-04-01,  13,      3,  -110.00038,16.70748,  1000.449,  34.5462,  34.5442,    4.418,    4.418,27.3894, 27.3894,  10.89533336, 10.895,     3.484,      0.0659,  12.3075,    4.6103,   0.0648,  8.237,    nd,    nd,     nd,    nd,    nd
RR1804,     12,  2018-04-01,  13,      4,  -110.00038,16.70744,   900.754,  34.5431,  34.5409,   4.8955,   4.8964,27.3335, 27.3335,  4.581034299,  4.582,     1.482,      0.0666,   12.308,    4.6098,   0.0636,  7.573,  3.27, 84.31,  45.93,  0.03,     0
RR1804,     12,  2018-04-01,  13,      5,  -110.00036,16.70746,   799.762,  34.5369,  34.5347,   5.4685,   5.4675, 27.261,  27.261,  1.481488152,  1.482,     0.486,      0.0668,  12.3061,    4.6119,   0.0618,     nd,  3.25, 80.47,  44.88,  0.03,     0
RR1804,     12,  2018-04-01,  13,      6,  -110.00036,16.70746,   700.358,  34.5405,  34.5384,   6.1983,    6.194,27.1724, 27.1724,  1.049604721,   1.05,      0.35,      0.0678,  12.3043,    4.6141,   0.0603,     nd,  3.18, 71.65,  41.84,  0.02,     0
RR1804,     12,  2018-04-01,  13,      7,  -110.00038,16.70746,    599.54,  34.5404,  34.5381,   6.9445,    6.945,27.0723, 27.0723,  1.025365984,  1.027,     0.348,      0.0686,  12.3053,    4.6128,   0.0560,     nd,  3.13, 64.48,  39.04,  0.02,     0
RR1804,     12,  2018-04-01,  13,      8,  -110.00038,16.70744,   498.988,  34.5573,  34.5552,   7.8672,   7.8704,26.9534, 26.9534,  0.918980355,  0.919,     0.318,      0.0697,  12.3067,    4.6112,   0.0551,  7.546,  3.02, 54.73,  35.29,  0.03,     0
RR1804,     12,  2018-04-01,  13,      9,  -110.00036,16.70746,   449.586,  34.5757,  34.5735,   8.5255,   8.5251, 26.868,  26.868,  0.946445892,  0.946,     0.333,      0.0695,  12.3085,    4.6092,   0.0533,  7.544,  2.91, 48.77,  32.64,  0.08,     0
RR1804,     12,  2018-04-01,  13,     10,  -110.00036,16.70746,   399.981,  34.5986,  34.5963,   9.0678,   9.0702,   26.8,    26.8,  0.882596416,  0.884,     0.314,      0.0703,    12.31,    4.6075,   0.0507,  7.558,  2.84, 44.16,  29.43,   0.3,     0
RR1804,     12,  2018-04-01,  13,     11,  -110.00036,16.70744,   374.839,  34.6161,  34.6141,   9.4245,   9.4253,26.7556, 26.7556,  0.867416745,  0.868,     0.311,      0.0706,  12.3111,    4.6061,   0.0513,  7.567,  2.81, 42.78,  29.05,  0.41,     0
RR1804,     12,  2018-04-01,  13,     12,  -110.00038,16.70744,   350.408,  34.6416,  34.6396,   9.9219,   9.9217,26.6923, 26.6923,    0.7944201,  0.793,     0.288,      0.0708,  12.3121,     4.605,   0.0507,     nd,    nd,    nd,     nd,    nd,    nd
RR1804,     12,  2018-04-01,  13,     13,  -110.00038,16.70748,   300.153,  34.6696,  34.6678,  10.5648,  10.5669,26.6023, 26.6023,  0.797533767,  0.798,     0.293,      0.0697,  12.3156,     4.601,   0.0507,  7.575,  2.72, 36.29,  24.26,  0.92,  0.02
RR1804,     12,  2018-04-01,  13,     14,  -110.00038, 16.7075,   250.348,  34.7067,  34.7047,  11.1788,  11.1787,26.5204, 26.5204,  0.767154749,  0.766,     0.285,      0.0709,  12.3179,    4.5983,   0.0507,     nd,  2.66, 33.86,  23.04,  1.02,     0
RR1804,     12,  2018-04-01,  13,     15,  -110.00038,16.70744,   200.808,  34.7457,  34.7435,  11.9197,   11.918,26.4118, 26.4118,  0.761146744,  0.761,     0.288,      0.0668,  12.3205,    4.5953,   0.0507,     nd,  2.67, 31.56,   22.3,  1.04,     0
RR1804,     12,  2018-04-01,  13,     16,  -110.00039,16.70748,    175.63,  34.7567,   34.755,  12.5378,  12.5364,26.3007, 26.3007,  0.761229141,  0.762,     0.292,      0.0778,  12.3182,     4.598,   0.0507,  7.594,  2.56, 29.27,  23.04,  0.95,  0.02
RR1804,     12,  2018-04-01,  13,     17,  -110.00038,16.70747,   151.436,  34.7422,  34.7403,  13.2896,  13.2901, 26.139,  26.139,   0.79180306,  0.791,     0.308,       0.119,  12.3149,    4.6018,   0.0507,  7.604,  2.55, 27.52,  24.58,  0.12,     0
RR1804,     12,  2018-04-01,  13,     18,   -110.0004,16.70748,   140.986,  34.7381,  34.7362,  13.8202,  13.8257,26.0265, 26.0265,  0.718792351,  0.718,     0.283,       0.345,  12.3305,    4.5839,   0.0507,  7.617,  2.51, 25.18,  24.51,  0.11,  0.02
RR1804,     12,  2018-04-01,  13,     19,   -110.0004,16.70746,   121.266,   34.654,  34.6521,   14.722,   14.721,25.7697, 25.7697,  4.377810146,  4.379,     1.753,       0.184,  12.3143,    4.6025,   0.0507,  7.628,  2.38, 23.32,  25.17,  0.05,  0.05
RR1804,     12,  2018-04-01,  13,     20,  -110.00038,16.70748,   101.221,  34.4101,  34.4077,  16.5346,  16.5374,25.1745, 25.1745,  46.07142491, 46.071,    19.079,       0.402,  12.3274,    4.5874,   0.0507,     nd,  1.93, 15.49,   20.5,  0.13,     0
RR1804,     12,  2018-04-01,  13,     21,  -110.00038,16.70744,    86.116,   34.277,  34.2749,  17.4618,  17.4622,24.8526, 24.8526,  83.00583908, 83.006,    34.954,       0.561,  12.3371,    4.5763,   0.0507,  7.639,  1.56, 11.62,  15.35,  0.34,  0.01
RR1804,     12,  2018-04-01,  13,     22,  -110.00036,16.70748,    71.132,  34.1589,  34.1569,  19.5765,  19.5845, 24.234,  24.234,  144.2175323, 144.22,     63.11,        1.02,  12.3693,    4.5396,   0.0507,     nd,  0.89,  5.92,   5.23,   0.3,  0.12
RR1804,     12,  2018-04-01,  13,     23,  -110.00038,16.70748,    59.134,  34.2483,  34.2469,  23.2042,  23.2077,23.3083, 23.3083,   187.654224,187.657,    87.615,       0.948,  12.3839,    4.5231,   0.0507,  7.762,  0.48,   3.2,    0.2,  0.03,  0.05
