Cruise,Station,        Date,Cast,CTD_btl,   Longitude,Latitude,     Depth,     Sal0,     Sal1,       T0,       T1,Sigma_0,Sigma_11,      Sbeox_0,Sbeox_1,Sbeox_pcnt,Fluorescence,Beam_Attn,Beam_Trans,      Par,     pH,   PO4,SiOH_4,    NO3,   NO2,   NH4
RR1804,      0,  2018-03-28,   1,      1,  -114.65566,26.95928,   798.899,  34.4705,  34.4689,   5.0323,   5.0325,27.2594,  27.258,  8.828113288,  8.829,     2.863,      0.0683,  12.3413,    4.5715,   0.0638,  7.573,    nd,    nd,     nd,    nd,    nd
RR1804,      0,  2018-03-28,   1,      2,  -114.65566,26.95928,   799.602,  34.4707,   34.469,   5.0312,   5.0317,27.2597, 27.2582,  8.785522471,  8.785,     2.849,      0.0681,  12.3415,    4.5713,   0.0628,     nd,    nd,    nd,     nd,    nd,    nd
RR1804,      0,  2018-03-28,   1,      3,   -114.6557, 26.9593,   698.582,  34.4546,  34.4526,   5.5027,   5.5037,27.1906, 27.1889,  6.464852765,  6.464,     2.119,      0.0690,  12.3425,    4.5701,   0.0586,  7.549,    nd,    nd,     nd,    nd,    nd
RR1804,      0,  2018-03-28,   1,      4,   -114.6557,26.95932,   699.468,  34.4545,  34.4523,   5.5087,   5.5124,27.1898, 27.1876,  6.467903234,  6.469,     2.121,      0.0695,  12.3426,      4.57,   0.0568,     nd,    nd,    nd,     nd,    nd,    nd
RR1804,      0,  2018-03-28,   1,      5,  -114.65562,26.95926,   599.322,  34.4354,   34.433,   6.1508,   6.1509,27.0941, 27.0923,  5.230177463,  5.229,      1.74,      0.0695,  12.3416,    4.5712,   0.0577,  7.559,    nd,    nd,     nd,    nd,    nd
RR1804,      0,  2018-03-28,   1,      6,  -114.65562,26.95926,   598.968,  34.4355,  34.4332,   6.1526,    6.155, 27.094, 27.0919,  5.181498364,  5.183,     1.725,      0.0692,  12.3423,    4.5703,   0.0572,     nd,    nd,    nd,     nd,    nd,    nd
RR1804,      0,  2018-03-28,   1,      7,  -114.65568, 26.9593,   498.566,  34.3978,  34.3955,   6.7009,   6.6957,26.9914, 26.9903,  7.117277544,  7.118,     2.398,      0.0677,  12.3416,    4.5711,   0.0566,  7.577,    nd,    nd,     nd,    nd,    nd
RR1804,      0,  2018-03-28,   1,      8,   -114.6557, 26.9593,   498.913,   34.398,  34.3958,   6.6997,   6.7001,26.9917, 26.9899,  7.120323189,  7.119,     2.399,      0.0683,  12.3415,    4.5713,   0.0532,     nd,    nd,    nd,     nd,    nd,    nd
RR1804,      0,  2018-03-28,   1,      9,   -114.6557, 26.9593,   499.101,  34.3978,  34.3957,   6.7026,    6.699,26.9912,   26.99,  7.062507911,  7.061,     2.379,      0.0683,  12.3415,    4.5713,   0.0543,     nd,    nd,    nd,     nd,    nd,    nd
RR1804,      0,  2018-03-28,   1,     10,   -114.6557, 26.9593,   499.008,  34.3983,   34.396,   6.7092,   6.7111,26.9907, 26.9886,  7.056431785,  7.057,     2.379,      0.0683,  12.3414,    4.5714,   0.0532,     nd,    nd,    nd,     nd,    nd,    nd
RR1804,      0,  2018-03-28,   1,     11,  -114.65566,26.95928,    399.53,  34.3954,   34.394,   7.5968,   7.5997,26.8639, 26.8624,  10.10054999,   10.1,     3.473,      0.0707,  12.3429,    4.5696,   0.0507,  7.579,    nd,    nd,     nd,    nd,    nd
RR1804,      0,  2018-03-28,   1,     12,  -114.65566,26.95928,   399.628,  34.3967,  34.3935,   7.5932,   7.5946,26.8654, 26.8627,  10.11272004, 10.112,     3.477,      0.0698,  12.3429,    4.5697,   0.0510,     nd,    nd,    nd,     nd,    nd,    nd
RR1804,      0,  2018-03-28,   1,     13,  -114.65568,26.95932,   299.899,  34.3411,  34.3388,   8.3549,    8.347,26.7076,  26.707,  23.63442053, 23.634,     8.263,      0.0673,  12.3457,    4.5665,   0.0507,  7.596,    nd,    nd,     nd,    nd,    nd
RR1804,      0,  2018-03-28,   1,     14,  -114.65568, 26.9593,   299.766,  34.3412,  34.3393,   8.3469,   8.3484,26.7089, 26.7072,  23.68007159, 23.681,     8.278,      0.0672,  12.3455,    4.5667,   0.0507,     nd,    nd,    nd,     nd,    nd,    nd
RR1804,      0,  2018-03-28,   1,     15,  -114.65568, 26.9593,   199.895,  34.2617,  34.2589,    9.447,   9.4475,26.4713, 26.4691,  57.72214673, 57.722,     20.66,      0.0463,  12.3443,    4.5681,   0.0507,  7.639,    nd,    nd,     nd,    nd,    nd
RR1804,      0,  2018-03-28,   1,     16,  -114.65568, 26.9593,    199.84,  34.2614,  34.2589,   9.4479,    9.448, 26.471,  26.469,  57.74650769, 57.747,     20.67,      0.0453,  12.3447,    4.5677,   0.0509,     nd,    nd,    nd,     nd,    nd,    nd
RR1804,      0,  2018-03-28,   1,     17,  -114.65568, 26.9593,   101.082,  33.9491,  33.9462,  11.2476,  11.2463,25.9147, 25.9127,  101.2299828, 101.23,    37.574,      0.0924,  12.3526,    4.5586,    0.236,  7.791,    nd,    nd,     nd,    nd,    nd
RR1804,      0,  2018-03-28,   1,     18,  -114.65568, 26.9593,   100.344,  33.9486,  33.9418,  11.2447,  11.2353,25.9149, 25.9112,  101.4403098,101.442,     37.65,      0.0873,  12.3524,    4.5588,    0.244,     nd,    nd,    nd,     nd,    nd,    nd
RR1804,      0,  2018-03-28,   1,     19,  -114.65564,26.95926,    40.555,  33.5437,  33.5393,   14.876,  14.8977,24.8775, 24.8694,  239.0091118,239.011,    95.265,        3.15,  12.6683,    4.2127,     7.64,     nd,    nd,    nd,     nd,    nd,    nd
RR1804,      0,  2018-03-28,   1,     20,  -114.65564,26.95926,    41.093,  33.5451,  33.5464,   14.878,  14.8488,24.8782, 24.8854,  239.7890047,239.796,    95.583,        3.69,  12.6691,    4.2118,     7.25,     nd,    nd,    nd,     nd,    nd,    nd
RR1804,      0,  2018-03-28,   1,     21,  -114.65566,26.95928,    40.781,  33.5453,  33.5412,  14.8788,  14.8773,24.8781, 24.8753,  240.1267744, 240.13,    95.718,        3.67,  12.6813,     4.199,     7.62,     nd,    nd,    nd,     nd,    nd,    nd
RR1804,      0,  2018-03-28,   1,     22,  -114.65568,26.95932,     2.041,  33.6867,   33.684,  17.0591,  17.0595,24.4926, 24.4904,  240.5128686,240.516,    100.11,       0.306,  12.5099,    4.3829,      102,     nd,    nd,    nd,     nd,    nd,    nd
RR1804,      0,  2018-03-28,   1,     23,  -114.65568,26.95932,     2.402,  33.6869,  33.6842,  17.0575,  17.0551,24.4932, 24.4916,  240.3692231,240.371,   100.047,       0.295,  12.5103,    4.3824,     94.1,     nd,    nd,    nd,     nd,    nd,    nd
RR1804,      0,  2018-03-28,   1,     24,  -114.65568,26.95931,     1.534,  33.6867,   33.684,  17.0592,  17.0601,24.4925, 24.4902,  240.2170367, 240.22,    99.986,       0.299,  12.5111,    4.3815,      112,     nd,    nd,    nd,     nd,    nd,    nd
RR1804,      1,  2018-03-30,   2,      1,  -109.99767,22.66672,  1192.181,  34.5585,   34.557,    3.742,   3.7426,27.4704, 27.4691,  22.80178061, 22.804,     7.175,      0.0512,   12.341,    4.5718,   0.0642,     nd,  3.32,109.79,  45.98,  0.01,     0
RR1804,      1,  2018-03-30,   2,      2,  -109.99802,22.66672,  1093.167,  34.5361,  34.5341,   4.1849,   4.1857,27.4068, 27.4051,   15.0135521, 15.013,     4.774,      0.0510,   12.342,    4.5707,   0.0631,     nd,  3.33,102.64,  46.08,  0.01,     0
RR1804,      1,  2018-03-30,   2,      3,   -109.9983, 22.6667,    993.41,  34.5295,  34.5276,   4.6839,   4.6839,27.3473, 27.3457,  7.546753736,  7.546,     2.428,      0.0511,  12.3443,    4.5681,   0.0607,     nd,  3.31, 85.93,  45.42,  0.02,     0
RR1804,      1,  2018-03-30,   2,      4,   -109.9986,22.66668,   895.325,   34.519,  34.5168,   5.0187,   5.0189,27.3004, 27.2986,   5.27779849,  5.277,     1.711,      0.0635,  12.3446,    4.5678,   0.0622,  7.527,  3.34,  82.4,  45.11,  0.01,     0
RR1804,      1,  2018-03-30,   2,      5,  -109.99894,22.66668,   796.536,    34.51,  34.5078,   5.2987,   5.2991,27.2597, 27.2579,  4.115933302,  4.115,     1.343,      0.0588,  12.3444,     4.568,   0.0622,     nd,    nd,    nd,     nd,    nd,    nd
RR1804,      1,  2018-03-30,   2,      6,  -109.99926,22.66668,   697.852,  34.5012,   34.499,   5.8006,    5.801,27.1913, 27.1894,  2.817153292,  2.816,      0.93,      0.0626,  12.3442,    4.5683,   0.0613,  7.545,  3.24, 74.02,   42.4,  0.01,     0
RR1804,      1,  2018-03-30,   2,      7,   -109.9995,22.66662,   598.866,  34.4906,  34.4884,   6.4992,    6.499,27.0927, 27.0909,  2.187610658,  2.187,     0.734,      0.0660,  12.3444,    4.5681,   0.0608,  7.536,   3.2, 62.95,  40.17,  0.02,     0
RR1804,      1,  2018-03-30,   2,      8,  -109.99974,22.66646,   494.757,  34.5128,  34.5105,   7.4601,   7.4605,26.9772, 26.9754,  1.351054757,  1.352,     0.464,      0.0656,  12.3452,     4.567,   0.0582,  7.562,  3.08, 56.79,  36.37,  0.02,     0
RR1804,      1,  2018-03-30,   2,      9,  -109.99998,22.66634,   449.627,  34.5226,  34.5203,   7.9813,   7.9818,26.9086, 26.9067,  1.600680958,  1.599,     0.555,      0.0636,   12.346,    4.5661,   0.0538,     nd,  2.97, 52.48,  34.48,  0.01,     0
RR1804,      1,  2018-03-30,   2,     10,   -110.0001,22.66624,   400.209,  34.5613,  34.5591,   8.7696,   8.7703, 26.818, 26.8162,  1.119966748,  1.119,     0.395,      0.0637,  12.3481,    4.5638,   0.0513,  7.551,  2.87, 47.73,   31.6,  0.01,     0
RR1804,      1,  2018-03-30,   2,     11,   -110.0001,22.66624,    349.78,  34.5895,  34.5876,   9.5057,   9.5061, 26.721, 26.7194,  1.390959399,  1.391,       0.5,      0.0662,  12.3475,    4.5644,   0.0507,     nd,  2.87, 42.67,  29.42,  0.01,     0
RR1804,      1,  2018-03-30,   2,     12,   -110.0001,22.66626,   300.211,  34.5513,  34.5492,   9.8755,   9.8758,26.6286, 26.6269,  6.937159936,  6.936,     2.511,      0.0621,  12.3463,    4.5658,   0.0507,  7.573,  2.73, 39.71,  29.06,  0.02,     0
RR1804,      1,  2018-03-30,   2,     13,   -110.0001,22.66624,   250.631,  34.6227,  34.6205,  10.7282,  10.7257,26.5358, 26.5346,  4.508493917,   4.51,     1.664,      0.0628,  12.3465,    4.5655,   0.0507,     nd,  2.72, 35.42,  26.75,  0.02,     0
RR1804,      1,  2018-03-30,   2,     14,   -110.0001,22.66624,   200.533,  34.6468,  34.6447,  11.4304,  11.4305,26.4264, 26.4248,  6.564046387,  6.565,     2.458,      0.0542,  12.3475,    4.5644,   0.0507,  7.598,  2.62, 32.67,   26.1,  0.01,     0
RR1804,      1,  2018-03-30,   2,     15,  -110.00014,22.66626,   175.868,  34.6603,  34.6595,  11.7822,  11.7817,26.3708, 26.3703,  7.106353331,  7.105,      2.68,      0.0594,  12.3474,    4.5646,   0.0507,     nd,  2.63, 31.65,  25.91,  0.01,     0
RR1804,      1,  2018-03-30,   2,     16,  -110.00014,22.66626,   150.307,  34.7028,  34.7008,  12.4497,  12.4463,26.2754, 26.2745,   6.71725742,  6.718,      2.57,      0.0620,   12.346,    4.5662,   0.0507,     nd,  2.65, 31.33,  25.86,  0.01,     0
RR1804,      1,  2018-03-30,   2,     17,   -110.0001,22.66624,   130.587,  34.7006,  34.6983,  12.9245,  12.9209,26.1796, 26.1785,  9.647444377,  9.647,     3.727,      0.0603,  12.3459,    4.5662,   0.0507,     nd,  2.63,  30.3,  25.88,  0.01,     0
RR1804,      1,  2018-03-30,   2,     18,  -110.00012,22.66624,   120.604,  34.6516,  34.6503,  13.1421,  13.1453,26.0977, 26.0961,  14.59110409, 14.591,     5.661,      0.0606,  12.3476,    4.5643,   0.0507,     nd,  2.56, 28.58,  25.73,  0.01,     0
RR1804,      1,  2018-03-30,   2,     19,  -110.00012,22.66626,   111.226,  34.5913,  34.5894,  13.2723,  13.2761,26.0245, 26.0222,  20.97907823, 20.979,     8.157,      0.0607,  12.3486,    4.5632,   0.0507,     nd,  2.47, 27.17,  25.41,  0.02,     0
RR1804,      1,  2018-03-30,   2,     20,   -110.0001,22.66624,   100.754,   34.533,  34.5311,  13.6925,   13.692,25.8932, 25.8918,  28.81943788, 28.821,    11.297,      0.0907,  12.3512,    4.5602,   0.0507,  7.663,  2.37, 24.95,  24.69,  0.02,     0
RR1804,      1,  2018-03-30,   2,     21,   -110.0001,22.66624,   100.994,  34.5343,  34.5322,  13.6847,  13.6858,25.8958, 25.8939,  28.48735137, 28.488,    11.164,      0.0874,  12.3524,    4.5589,   0.0507,     nd,    nd,    nd,     nd,    nd,    nd
RR1804,      1,  2018-03-30,   2,     22,  -110.00008,22.66622,    81.007,  34.2369,  34.2353,  15.0608,   15.059, 25.373, 25.3722,  76.27718013, 76.277,     30.66,       0.514,  12.3719,    4.5367,   0.0507,     nd,  1.83,  16.5,  18.77,  0.06,     0
RR1804,      1,  2018-03-30,   2,     23,   -110.0001,22.66624,    57.066,  33.9735,  33.9707,  17.4551,  17.4544,24.6204, 24.6184,  182.3239754,182.326,    76.611,        2.63,  12.5169,    4.3751,   0.0507,     nd,  0.77,  4.42,    3.5,  0.16,  0.02
RR1804,      1,  2018-03-30,   2,     24,  -110.00008,22.66624,     1.676,  34.3384,  34.3362,  21.7692,   21.769,23.7795, 23.7779,  215.7480885, 215.75,    98.306,       0.125,  12.3825,    4.5247,    0.264,     nd,   0.3,  1.78,      0,  0.01,     0
RR1804,      2,  2018-03-30,   3,      1,  -109.99994,22.12418,   1199.68,  34.5592,  34.5575,   3.8027,   3.8027, 27.465, 27.4637,  21.13213343, 21.132,     6.659,      0.0541,  12.3431,    4.5694,   0.0673,  7.558,  3.32,109.79,  45.98,  0.01,     0
RR1804,      2,  2018-03-30,   3,      2,  -109.99992,22.12418,  1099.945,  34.5419,  34.5401,   4.0667,   4.0674,27.4237, 27.4222,  16.71659421, 16.717,     5.301,      0.0523,  12.3431,    4.5695,   0.0604,     nd,  3.33,102.64,  46.08,  0.01,     0
RR1804,      2,  2018-03-30,   3,      3,  -109.99992,22.12416,  1000.443,  34.5314,  34.5293,   4.4343,   4.4344,27.3759, 27.3742,  10.60957147, 10.609,     3.394,      0.0514,  12.3434,    4.5691,   0.0619,     nd,  3.35, 99.24,  46.06,  0.01,     0
RR1804,      2,  2018-03-30,   3,      4,  -109.99994,22.12418,   900.313,  34.5242,  34.5219,   4.8929,   4.8923,27.3188, 27.3171,  5.277703447,  5.277,     1.707,      0.0515,  12.3445,    4.5679,   0.0605,     nd,  3.31, 81.45,  44.64,  0.07,  0.09
RR1804,      2,  2018-03-30,   3,      5,  -109.99994, 22.1242,   799.946,  34.5106,  34.5083,   5.3813,   5.3815,27.2505, 27.2487,  3.391948805,  3.392,     1.109,      0.0535,  12.3456,    4.5667,   0.0595,  7.546,  3.32, 80.52,   44.5,  0.02,  0.06
RR1804,      2,  2018-03-30,   3,      6,  -109.99992,22.12416,   752.823,  34.5088,  34.5071,   5.6507,   5.6543,27.2163, 27.2144,  2.585876911,  2.587,     0.852,      0.0532,  12.3452,    4.5671,   0.0571,     nd,  3.31, 76.23,   43.6,  0.02,     0
RR1804,      2,  2018-03-30,   3,      7,  -109.99995,22.12418,   599.899,  34.5103,  34.5081,    6.785,   6.7867,27.0702, 27.0682,  1.347890043,  1.349,     0.456,      0.0534,  12.3464,    4.5656,   0.0509,  7.539,  3.17, 66.73,  38.98,  0.02,     0
RR1804,      2,  2018-03-30,   3,      8,  -109.99996, 22.1242,   500.006,  34.5212,  34.5186,   7.6968,   7.6964,26.9499, 26.9479,  1.287187987,  1.287,     0.444,      0.0530,  12.3475,    4.5644,   0.0510,   7.55,   3.1, 58.42,  35.74,  0.02,     0
RR1804,      2,  2018-03-30,   3,      9,  -109.99994,22.12418,   449.714,   34.529,  34.5266,   8.3095,   8.3118,26.8644, 26.8622,  1.758999406,   1.76,     0.615,      0.0585,  12.3483,    4.5636,   0.0508,     nd,  3.02, 50.55,  33.81,  0.02,     0
RR1804,      2,  2018-03-30,   3,     10,  -109.99992,22.12416,   400.278,  34.5452,  34.5429,   8.9074,   8.9074,26.7837, 26.7819,  2.373921862,  2.375,     0.842,      0.0585,  12.3469,    4.5651,   0.0509,  7.559,  2.96, 47.78,  31.95,  0.02,  0.06
RR1804,      2,  2018-03-30,   3,     11,  -109.99994,22.12418,   350.608,  34.5861,  34.5832,   9.6116,   9.6091,26.7008,  26.699,  1.896247099,  1.896,     0.683,      0.0578,  12.3476,    4.5644,   0.0507,     nd,  2.86, 43.65,  29.52,  0.02,  0.06
RR1804,      2,  2018-03-30,   3,     12,  -109.99996, 22.1242,   300.503,  34.6321,  34.6289,  10.4452,  10.4402, 26.594, 26.5924,  1.573774557,  1.573,     0.577,      0.0582,  12.3479,     4.564,   0.0507,  7.579,  2.75, 37.13,  26.83,  0.02,  0.02
RR1804,      2,  2018-03-30,   3,     13,  -109.99994,22.12416,   250.447,  34.6838,  34.6814,  11.2294,  11.2287,26.4933, 26.4915,   1.76267899,  1.764,     0.658,      0.0572,   12.348,    4.5638,   0.0507,     nd,  2.71,  35.6,  25.96,  0.02,  0.02
RR1804,      2,  2018-03-30,   3,     14,  -109.99994,22.12416,   201.243,  34.7283,   34.726,  11.9637,  11.9607,  26.39, 26.3888,  2.807172097,  2.808,     1.064,      0.0508,  12.3488,     4.563,   0.0507,  7.606,  2.68, 33.69,  25.72,  0.03,  0.03
RR1804,      2,  2018-03-30,   3,     15,  -109.99994,22.12418,   176.034,  34.7622,  34.7604,  12.6489,  12.6428,26.2832,  26.283,  7.015608755,  7.017,     2.697,      0.0627,  12.3503,    4.5612,   0.0507,     nd,  2.68, 34.43,  26.17,  0.02,     0
RR1804,      2,  2018-03-30,   3,     16,  -109.99994,22.12418,   151.186,  34.7124,  34.7102,  13.1956,  13.1965,26.1349, 26.1331,  11.56343656, 11.564,     4.493,      0.0459,  12.3522,    4.5591,   0.0507,     nd,   2.6, 30.66,  25.92,  0.02,  0.03
RR1804,      2,  2018-03-30,   3,     17,  -109.99992,22.12416,   121.492,  34.6886,  34.6863,  13.9681,  13.9727,25.9568, 25.9541,  22.07091916, 22.071,     8.708,      0.0720,  12.3551,    4.5558,   0.0507,     nd,  2.54, 28.93,  25.38,  0.03,  0.02
RR1804,      2,  2018-03-30,   3,     18,  -109.99996, 22.1242,   110.928,  34.6991,  34.6971,  14.4603,  14.4612,25.8605, 25.8587,  26.93170609, 26.931,    10.732,      0.0781,  12.3572,    4.5534,   0.0507,     nd,  2.47, 28.06,  24.78,  0.03,     0
RR1804,      2,  2018-03-30,   3,     19,  -109.99994,22.12416,   101.058,  34.7032,  34.6994,  15.7657,  15.7543,25.5761, 25.5758,  57.94001282, 57.941,    23.689,       0.192,  12.3612,    4.5489,   0.0507,     nd,  2.22, 23.15,  21.66,  0.04,     0
RR1804,      2,  2018-03-30,   3,     20,  -109.99992,22.12414,   101.043,  34.7067,  34.7048,  15.7903,  15.7884,25.5733, 25.5722,  58.38204273, 58.384,    23.882,       0.195,  12.3621,    4.5478,   0.0507,  7.744,    nd,    nd,     nd,    nd,    nd
RR1804,      2,  2018-03-30,   3,     21,  -109.99996, 22.1242,    86.531,  34.2983,  34.3037,  15.7652,  15.7596,25.2641, 25.2695,  85.98349019, 85.985,    35.056,       0.395,  12.3763,    4.5317,   0.0507,     nd,  1.73, 16.15,  16.66,  0.07,     0
RR1804,      2,  2018-03-30,   3,     22,  -109.99994,22.12416,    76.229,  34.3249,  34.3228,  16.9639,   16.968,25.0076,  25.005,  119.8286838,119.831,    50.004,       0.760,  12.3992,    4.5058,   0.0507,     nd,   1.4, 12.21,   11.7,  0.22,  0.03
RR1804,      2,  2018-03-30,   3,     23,  -109.99994,22.12418,    66.272,  34.1853,  34.1829,  18.4787,  18.4794,24.5326, 24.5306,  183.6054238,183.609,    78.755,        1.64,  12.4741,    4.4223,   0.0507,     nd,  0.71,  4.02,   1.87,  0.14,  0.06
RR1804,      2,  2018-03-30,   3,     24,  -109.99994,22.12416,     3.123,  34.5397,  34.5381,  22.9754,  22.9753,23.5918, 23.5906,  210.0693383,210.073,    97.881,       0.116,  12.3807,    4.5267,    0.178,     nd,  0.34,  3.22,    0.1,  0.02,  0.04
RR1804,      3,  2018-03-30,   4,      1,  -109.99982,21.58273,   1199.58,  34.5623,  34.5609,   3.8098,   3.8102,27.4668, 27.4656,  20.37172826, 20.373,     6.421,      0.0523,  12.3448,    4.5675,   0.0699,     nd,    nd,    nd,     nd,    nd,    nd
RR1804,      3,  2018-03-30,   4,      2,  -109.99982,21.58272,  1100.003,  34.5469,   34.545,   4.1841,   4.1839,27.4155, 27.4141,   13.6234017, 13.625,     4.333,      0.0523,   12.345,    4.5673,   0.0702,     nd,  3.33,102.64,  46.08,  0.01,     0
RR1804,      3,  2018-03-30,   4,      3,  -109.99982,21.58274,  1000.321,  34.5346,  34.5326,   4.5584,   4.5602, 27.365, 27.3632,  8.154978687,  8.154,     2.616,      0.0524,  12.3449,    4.5675,   0.0668,     nd,  3.28, 86.07,  45.98,  0.01,  0.03
RR1804,      3,  2018-03-30,   4,      4,  -109.99982,21.58274,   900.371,  34.5216,  34.5196,   5.0132,   5.0142,27.3031, 27.3014,  4.474709175,  4.476,     1.451,      0.0534,  12.3455,    4.5667,   0.0645,     nd,  3.27, 86.91,  45.26,  0.01,  0.04
RR1804,      3,  2018-03-30,   4,      5,  -109.99982,21.58274,   800.672,  34.5163,  34.5137,    5.478,   5.4777,27.2436, 27.2415,  2.506713368,  2.506,     0.821,      0.0612,  12.3456,    4.5667,   0.0606,   7.54,  3.27, 75.68,     44,  0.01,     0
RR1804,      3,  2018-03-30,   4,      6,  -109.99982,21.58272,   699.508,  34.5147,  34.5124,   6.1505,   6.1504, 27.158, 27.1563,  1.390367756,  1.389,     0.463,      0.0634,  12.3455,    4.5668,   0.0598,  7.527,  3.25, 69.51,  41.52,  0.01,     0
RR1804,      3,  2018-03-30,   4,      7,  -109.99982,21.58274,   599.953,  34.5059,  34.5037,   6.8433,   6.8435,27.0589, 27.0571,  1.621745276,   1.62,     0.548,      0.0624,  12.3461,     4.566,   0.0552,  7.544,  3.15,  63.9,  39.22,  0.01,     0
RR1804,      3,  2018-03-30,   4,      8,  -109.99982,21.58274,   499.909,  34.5331,    34.53,   7.8534,    7.833,26.9364,  26.937,  0.998113808,  0.998,     0.346,      0.0624,  12.3479,     4.564,   0.0531,  7.548,  3.07, 55.21,  34.97,  0.01,     0
RR1804,      3,  2018-03-30,   4,      9,  -109.99982,21.58272,   449.675,  34.5554,  34.5537,    8.481,   8.4882, 26.859, 26.8566,  0.955586204,  0.955,     0.335,      0.0653,  12.3492,    4.5625,   0.0520,     nd,  2.99, 50.51,  32.55,  0.01,     0
RR1804,      3,  2018-03-30,   4,     10,  -109.99984,21.58274,   400.053,  34.5786,  34.5766,   9.2094,   9.2087,26.7616, 26.7602,  1.062200307,  1.063,     0.379,      0.0647,  12.3482,    4.5636,   0.0511,  7.551,  2.92, 45.34,  30.28,  0.02,     0
RR1804,      3,  2018-03-30,   4,     11,  -109.99982,21.58274,   349.996,  34.6333,  34.6313,   10.078,  10.0811,26.6593, 26.6573,  0.882719092,  0.882,     0.321,      0.0697,  12.3538,    4.5573,   0.0507,     nd,  2.81, 39.46,  28.03,  0.02,     0
RR1804,      3,  2018-03-30,   4,     12,  -109.99982,21.58274,   300.154,  34.6714,  34.6695,  10.7125,  10.7144,26.5777, 26.5759,  0.852348083,  0.853,     0.315,      0.0669,  12.3561,    4.5547,   0.0507,  7.581,  2.75, 36.26,  24.86,   0.4,     0
RR1804,      3,  2018-03-30,   4,     13,  -109.99982,21.58272,   250.569,   34.717,   34.715,    11.47,  11.4694,26.4749, 26.4735,  0.834166688,  0.834,     0.313,      0.0632,  12.3522,    4.5591,   0.0507,     nd,  2.73, 33.94,  25.45,  0.04,  0.03
RR1804,      3,  2018-03-30,   4,     14,  -109.99982,21.58274,   201.608,  34.7584,  34.7564,  12.2791,  12.2783, 26.353, 26.3516,  0.755101858,  0.755,     0.288,      0.0469,  12.3556,    4.5553,   0.0507,    7.6,   2.6, 30.32,  24.39,  0.16,  0.02
RR1804,      3,  2018-03-30,   4,     15,  -109.99984,21.58274,   175.781,  34.7594,  34.7573,   12.669,  12.6681, 26.277, 26.2756,  1.875714477,  1.877,     0.722,      0.0659,  12.3482,    4.5637,   0.0507,     nd,   2.6, 29.79,  25.23,  0.02,     0
RR1804,      3,  2018-03-30,   4,     16,  -109.99984,21.58274,   152.003,  34.7608,  34.7599,  13.3639,  13.3571,26.1383,  26.139,  11.49941675,   11.5,     4.485,      0.0664,  12.3504,    4.5611,   0.0510,     nd,  2.59, 31.06,  25.65,  0.02,     0
RR1804,      3,  2018-03-30,   4,     17,  -109.99982,21.58274,    131.23,  34.7444,  34.7426,  13.8613,  13.8615,26.0225, 26.0211,  16.47139615, 16.472,     6.488,      0.0668,  12.3519,    4.5594,   0.0977,     nd,  2.59, 29.73,  25.56,  0.02,     0
RR1804,      3,  2018-03-30,   4,     18,  -109.99982,21.58274,   121.541,  34.7434,    34.74,  14.2623,  14.2587,25.9371, 25.9353,  20.14015894, 20.139,     7.996,      0.0739,   12.353,    4.5581,    0.181,     nd,  2.55, 28.74,  25.29,  0.02,     0
RR1804,      3,  2018-03-30,   4,     19,  -109.99983,21.58274,   111.278,  34.6265,  34.6245,  14.4094,  14.4108,25.8153, 25.8135,  26.01593759, 26.017,    10.352,       0.115,  12.3542,    4.5568,    0.387,     nd,  2.45, 25.91,  24.72,  0.03,  0.04
RR1804,      3,  2018-03-30,   4,     20,  -109.99982,21.58274,   101.208,   34.535,   34.533,  14.5165,  14.5232,25.7214, 25.7184,  34.95111329, 34.952,    13.927,       0.185,  12.3565,    4.5542,    0.612,  7.665,  2.29, 23.38,  23.77,  0.04,     0
RR1804,      3,  2018-03-30,   4,     21,  -109.99982,21.58274,    101.72,  34.5359,  34.5345,  14.5146,  14.5073,25.7225,  25.723,  34.96923633, 34.971,    13.935,       0.190,  12.3567,    4.5539,    0.592,     nd,    nd,    nd,     nd,    nd,    nd
RR1804,      3,  2018-03-30,   4,     22,  -109.99984,21.58272,    71.217,  34.3371,  34.3351,  17.5906,  17.5894, 24.867, 24.8658,  123.9918436,123.993,    52.362,       0.858,  12.4011,    4.5036,     5.15,     nd,  1.36,  10.1,  11.19,  0.25,  0.06
RR1804,      3,  2018-03-30,   4,     23,  -109.99983,21.58274,    51.207,  34.4072,  34.4008,  21.4434,  21.4454,23.9244,  23.919,  212.2146625,212.216,    96.186,       0.346,  12.3964,    4.5089,     30.6,     nd,  0.45,  2.39,   0.02,  0.02,  0.13
RR1804,      3,  2018-03-30,   4,     24,  -109.99984,21.58272,     2.632,  34.5025,  34.5011,  24.2319,  24.2321,23.1962, 23.1951,  205.7067367, 205.71,    97.904,      0.0988,  12.3822,     4.525,      582,     nd,  0.27,  1.99,   0.03,  0.01,  2.95
RR1804,      4,  2018-03-30,   5,      1,  -110.00074,21.04076,  1200.325,  34.5656,  34.5641,   3.8325,   3.8323,27.4671,  27.466,  20.38692765, 20.388,      6.43,      0.0692,  12.3449,    4.5674,   0.0686,     nd,  3.29,109.11,  46.48,     0,     0
RR1804,      4,  2018-03-30,   5,      2,  -110.00076, 21.0408,  1100.693,   34.552,  34.5502,   4.1478,   4.1499,27.4234, 27.4217,  13.92137717, 13.922,     4.424,      0.0696,  12.3457,    4.5665,   0.0663,     nd,  3.34,102.62,  46.51,  0.01,     0
