PLATFORM_CODE,DATE (YYYY-MM-DDTHH:MI:SSZ),DATE_QC,LATITUDE (degree_north),LONGITUDE (degree_east),POSITION_QC,PRES (decibar),PRES_QC,PSAL (psu),PSAL_QC,TEMP (degree_Celsius),TEMP_QC,DOX2 (micromole/kg),DOX2_QC,CPHL (milligram/m3),CPHL_QC,PHPH (none),PHPH_QC,CDOM (ppb),CDOM_QC,DOX2_ADJUSTED (micromole/kg),DOX2_ADJUSTED_QC,DOX2_ADJUSTED_ERROR (micromole/kg),DOX2_ADJUSTED_ERROR_QC,BBP700 (m-1),BBP700_QC,LGHT (micro einstein m-2 s-1),LGHT_QC,DOWN_IRRADIANCE380 (W m-2 nm-1),DOWN_IRRADIANCE380_QC,DOWN_IRRADIANCE412 (W m-2 nm-1),DOWN_IRRADIANCE412_QC,DOWN_IRRADIANCE490 (W m-2 nm-1),DOWN_IRRADIANCE490_QC,CPHL_ADJUSTED (milligram/m3),CPHL_ADJUSTED_QC
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,58.1,1,,,,,95.58543,3,,,,,,,99.93457,1,10.80391,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,58.3,1,,,,,95.01337,3,,,,,,,99.33649,1,10.80758,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,58.5,1,,,,,94.33424,3,,,,,,,98.62643,1,10.81125,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,58.6,1,,,,,93.50314,3,,,,,,,97.75754,1,10.81309,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,58.7,4,,,,,92.11584,4,,,,,,,96.30711,4,10.81493,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,58.7,1,,,,,91.05326,3,,,,,,,95.1962,1,10.81493,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,58.8,1,,,,,89.92558,3,,,,,,,94.01719,1,10.81676,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,59.0,1,,,,,89.25189,3,,,,,,,93.31285,1,10.82044,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,59.2,1,,,,,88.39598,3,,,,,,,92.41801,1,10.82963,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,59.4,1,,,,,87.04156,3,,,,,,,91.00195,1,10.84023,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,59.7,1,,,,,85.12142,3,,,,,,,88.99444,1,10.85618,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,60.0,1,,,,,82.78181,3,,,,,,,86.54839,1,10.87217,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,60.3,1,,,,,81.41074,3,,,,,,,85.11494,1,10.88823,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,60.6,1,,,,,80.27838,3,,,,,,,83.93105,1,10.90434,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,60.9,1,,,,,79.36863,3,,,,,,,82.9799,1,10.92051,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,61.1,1,,,,,78.49396,3,,,,,,,82.06544,1,10.93075,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,61.4,1,,,,,77.53447,3,,,,,,,81.06229,1,10.93858,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,61.6,1,,,,,76.62565,3,,,,,,,80.11213,1,10.9438,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,61.8,1,,,,,75.827,3,,,,,,,79.27712,1,10.94903,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,62.0,1,,,,,75.28026,3,,,,,,,78.7055,1,10.95425,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,62.2,1,,,,,74.67512,3,,,,,,,78.07283,1,10.9595,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,62.3,1,,,,,74.0708,3,,,,,,,77.44102,1,10.96212,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,62.5,1,,,,,73.48565,3,,,,,,,76.82925,1,10.96737,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,62.7,1,,,,,72.86868,3,,,,,,,76.1842,1,10.97262,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,62.9,1,,,,,72.20081,3,,,,,,,75.48595,1,10.97788,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,63.0,4,,,,,71.40232,4,,,,,,,74.65114,4,10.98052,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,63.0,1,,,,,70.48463,3,,,,,,,73.69167,1,10.98052,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,63.1,4,,,,,69.39555,4,,,,,,,72.55305,4,10.98554,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,63.1,1,,,,,68.39428,3,,,,,,,71.50623,1,10.98554,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,63.2,4,,,,,67.41564,4,,,,,,,70.48305,4,10.99057,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,63.2,4,,,,,66.27912,4,,,,,,,69.29482,4,10.99057,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,63.2,1,,,,,64.90699,3,,,,,,,67.86026,1,10.99057,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,63.3,1,,,,,63.57522,3,,,,,,,66.4679,1,10.99561,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,63.4,1,,,,,62.32252,3,,,,,,,65.1582,1,11.00065,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,63.5,1,,,,,61.14408,3,,,,,,,63.92614,1,11.0057,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,63.7,1,,,,,59.85339,3,,,,,,,62.57671,1,11.0158,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,63.8,1,,,,,58.58691,3,,,,,,,61.25262,1,11.02087,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,63.9,1,,,,,57.78442,3,,,,,,,60.41361,1,11.02594,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,64.1,1,,,,,56.74485,3,,,,,,,59.32675,1,11.0361,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,64.2,1,,,,,55.25873,3,,,,,,,57.773,1,11.04118,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,64.4,1,,,,,52.95876,3,,,,,,,55.36839,1,11.05136,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,64.6,1,,,,,49.97238,3,,,,,,,52.24612,1,11.06158,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,64.9,1,,,,,47.10256,3,,,,,,,49.24573,1,11.07693,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,65.2,1,,,,,44.82498,3,,,,,,,46.86451,1,11.09315,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,65.5,1,,,,,42.54602,3,,,,,,,44.48186,1,11.10962,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,65.9,1,,,,,41.51708,3,,,,,,,43.40611,1,11.13168,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,66.2,1,,,,,40.89332,3,,,,,,,42.75397,1,11.14829,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,66.5,1,,,,,40.0691,3,,,,,,,41.89225,1,11.16496,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,66.9,1,,,,,39.52454,3,,,,,,,41.32292,1,11.18728,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,67.2,1,,,,,38.8999,3,,,,,,,40.66984,1,11.19786,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,67.5,1,,,,,38.23199,3,,,,,,,39.97155,1,11.20431,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,67.8,1,,,,,37.46043,3,,,,,,,39.16489,1,11.21077,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,68.1,1,,,,,36.58637,3,,,,,,,38.25105,1,11.21723,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,68.3,1,,,,,35.8827,3,,,,,,,37.51536,1,11.22155,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,68.7,1,,,,,35.28299,3,,,,,,,36.88837,1,11.2302,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,69.0,1,,,,,34.66093,3,,,,,,,36.23801,1,11.2367,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,69.4,1,,,,,33.92319,3,,,,,,,35.4667,1,11.25158,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,69.8,1,,,,,33.37161,3,,,,,,,34.89001,1,11.26651,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,70.1,1,,,,,32.73608,3,,,,,,,34.22557,1,11.27774,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,70.6,1,,,,,32.03127,3,,,,,,,33.48869,1,11.29651,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,71.0,1,,,,,31.18841,3,,,,,,,32.60749,1,11.3111,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,71.5,1,,,,,30.17208,3,,,,,,,31.54491,1,11.32596,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,71.9,1,,,,,28.98037,3,,,,,,,30.29897,1,11.33788,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,72.3,1,,,,,28.07102,3,,,,,,,29.34825,1,11.34983,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,72.7,1,,,,,27.48542,3,,,,,,,28.73601,1,11.36181,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,73.1,1,,,,,27.12404,3,,,,,,,28.35818,1,11.37413,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,73.6,1,,,,,26.67126,3,,,,,,,27.8848,1,11.3902,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,74.0,1,,,,,25.75008,3,,,,,,,26.92171,1,11.40309,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,74.4,1,,,,,24.42538,3,,,,,,,25.53674,1,11.41601,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,74.8,1,,,,,23.19448,3,,,,,,,24.24983,1,11.42897,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,75.3,1,,,,,22.17446,3,,,,,,,23.1834,1,11.44353,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,75.9,1,,,,,21.02049,3,,,,,,,21.97692,1,11.4598,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,76.4,1,,,,,19.68102,3,,,,,,,20.57651,1,11.47339,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,76.9,1,,,,,17.8524,3,,,,,,,18.66468,1,11.48703,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,77.5,1,,,,,16.2557,3,,,,,,,16.99533,1,11.51131,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,78.1,1,,,,,14.72005,3,,,,,,,15.38981,1,11.53813,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,78.7,1,,,,,13.50859,3,,,,,,,14.12323,1,11.56509,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,79.4,1,,,,,13.00715,3,,,,,,,13.59898,1,11.59097,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,79.9,1,,,,,12.51026,3,,,,,,,13.07948,1,11.60258,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,80.5,1,,,,,11.94043,3,,,,,,,12.48372,1,11.61654,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,81.2,1,,,,,11.39445,3,,,,,,,11.9129,1,11.63114,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,82.0,1,,,,,10.87389,3,,,,,,,11.36865,1,11.64168,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,82.7,1,,,,,10.33532,3,,,,,,,10.80558,1,11.65094,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,83.4,1,,,,,9.88568,3,,,,,,,10.33548,1,11.65775,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,84.0,1,,,,,9.41634,3,,,,,,,9.84478,1,11.66202,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,84.7,1,,,,,8.90808,3,,,,,,,9.3134,1,11.66699,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,85.4,1,,,,,8.33888,3,,,,,,,8.7183,1,11.66988,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,86.1,1,,,,,7.68847,3,,,,,,,8.03829,1,11.67056,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,86.6,1,,,,,6.99739,3,,,,,,,7.31577,1,11.67104,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,87.2,1,,,,,6.32658,3,,,,,,,6.61444,1,11.6722,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,87.8,1,,,,,5.66758,3,,,,,,,5.92546,1,11.6747,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,88.3,1,,,,,5.01387,3,,,,,,,5.242,1,11.6768,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,89.0,1,,,,,4.50124,3,,,,,,,4.70605,1,11.67973,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,89.6,1,,,,,3.81733,3,,,,,,,3.99102,1,11.69209,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,90.4,1,,,,,3.32507,3,,,,,,,3.47636,1,11.70932,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,91.0,1,,,,,2.99811,3,,,,,,,3.13453,1,11.72227,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,91.7,1,,,,,2.66962,3,,,,,,,2.79108,1,11.73987,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,92.5,1,,,,,2.39877,3,,,,,,,2.50791,1,11.76049,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,93.2,1,,,,,2.16775,3,,,,,,,2.26638,1,11.77739,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,93.9,1,,,,,2.0289,3,,,,,,,2.12122,1,11.7872,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,94.7,1,,,,,1.92898,3,,,,,,,2.01675,1,11.79843,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,95.3,1,,,,,1.85279,3,,,,,,,1.9371,1,11.80659,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,96.1,1,,,,,1.8093,3,,,,,,,1.89163,1,11.8167,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,96.9,1,,,,,1.78291,3,,,,,,,1.86403,1,11.82682,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,97.6,1,,,,,1.79055,3,,,,,,,1.87202,1,11.83728,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,98.5,1,,,,,1.8202,3,,,,,,,1.90302,1,11.85142,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,99.2,1,,,,,1.89011,3,,,,,,,1.97611,1,11.8599,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,100.0,1,,,,,1.94649,3,,,,,,,2.03506,1,11.86404,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,100.7,1,,,,,2.00788,3,,,,,,,2.09924,1,11.86767,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,101.5,1,,,,,2.07221,3,,,,,,,2.16649,1,11.86996,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,102.3,1,,,,,2.15257,3,,,,,,,2.25052,1,11.87136,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,102.9,1,,,,,2.21653,3,,,,,,,2.31738,1,11.87241,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,103.7,1,,,,,2.28098,3,,,,,,,2.38476,1,11.88876,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,104.4,1,,,,,2.3411,3,,,,,,,2.44762,1,11.90498,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,105.1,1,,,,,2.41616,3,,,,,,,2.52609,1,11.92095,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,105.9,1,,,,,2.4829,3,,,,,,,2.59588,1,11.93611,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,106.6,1,,,,,2.54147,3,,,,,,,2.65711,1,11.94941,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,107.5,1,,,,,2.6768,3,,,,,,,2.7986,1,11.96155,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,108.3,1,,,,,2.84645,3,,,,,,,2.97596,1,11.96846,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,109.1,1,,,,,3.03036,3,,,,,,,3.16825,1,11.97525,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,109.9,1,,,,,3.2524,3,,,,,,,3.40038,1,11.98151,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,110.7,1,,,,,3.53609,3,,,,,,,3.69698,1,11.98776,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,111.5,1,,,,,3.8521,3,,,,,,,4.02737,1,11.99337,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,112.3,1,,,,,4.20453,3,,,,,,,4.39584,1,11.99868,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,113.0,1,,,,,4.61429,3,,,,,,,4.82424,1,12.00333,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,113.8,1,,,,,5.08498,3,,,,,,,5.31635,1,12.00556,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,114.5,1,,,,,5.65544,3,,,,,,,5.91276,1,12.00728,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,115.3,1,,,,,6.27432,3,,,,,,,6.5598,1,12.01387,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,116.0,1,,,,,6.97699,3,,,,,,,7.29444,1,12.02713,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,116.8,1,,,,,7.57668,3,,,,,,,7.92142,1,12.04232,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,117.6,1,,,,,8.03231,3,,,,,,,8.39778,1,12.06123,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,118.3,1,,,,,8.33858,3,,,,,,,8.71798,1,12.07815,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,119.2,1,,,,,8.45102,3,,,,,,,8.83554,1,12.09554,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,119.9,1,,,,,8.45523,3,,,,,,,8.83995,1,12.10184,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,120.8,1,,,,,8.42207,3,,,,,,,8.80527,1,12.10995,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,121.6,1,,,,,8.39068,3,,,,,,,8.77246,1,12.11153,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,122.4,1,,,,,8.40487,3,,,,,,,8.78729,1,12.11134,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,123.3,1,,,,,8.55846,3,,,,,,,8.94787,1,12.11196,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,124.0,1,,,,,8.82204,3,,,,,,,9.22344,1,12.11353,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,125.0,1,,,,,9.1792,3,,,,,,,9.59685,1,12.11578,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,125.8,1,,,,,9.7429,3,,,,,,,10.1862,1,12.12481,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,126.7,1,,,,,10.33846,3,,,,,,,10.80886,1,12.13499,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,127.6,1,,,,,10.5708,3,,,,,,,11.05177,1,12.14498,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,128.5,1,,,,,10.65311,3,,,,,,,11.13783,1,12.15493,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,129.4,1,,,,,10.65887,3,,,,,,,11.14385,1,12.16243,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,130.3,1,,,,,10.71164,3,,,,,,,11.19902,1,12.1685,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,131.2,1,,,,,10.81264,3,,,,,,,11.30462,1,12.17287,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,132.0,1,,,,,10.93538,3,,,,,,,11.43294,1,12.17425,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,132.7,1,,,,,11.05168,3,,,,,,,11.55453,1,12.17546,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,133.6,1,,,,,11.1575,3,,,,,,,11.66517,1,12.17712,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,134.3,1,,,,,11.24549,3,,,,,,,11.75716,1,12.17842,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,135.1,1,,,,,11.30422,3,,,,,,,11.81856,1,12.17986,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,135.9,1,,,,,11.35179,3,,,,,,,11.8683,1,12.18105,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,136.7,1,,,,,11.40608,3,,,,,,,11.92506,1,12.18224,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,137.4,1,,,,,11.43752,3,,,,,,,11.95792,1,12.18531,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,138.2,1,,,,,11.4027,3,,,,,,,11.92152,1,12.18945,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,139.1,1,,,,,11.29949,3,,,,,,,11.81362,1,12.19488,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,139.8,1,,,,,11.07633,3,,,,,,,11.58031,1,12.20043,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,140.6,1,,,,,10.79916,3,,,,,,,11.29053,1,12.20677,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,141.4,1,,,,,10.53804,3,,,,,,,11.01753,1,12.20999,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,142.3,1,,,,,10.23088,3,,,,,,,10.69638,1,12.21201,0,,,,,,,,,,,,
6903093,2021-09-13T17:38:57Z,1,20.51303,-107.98347,1,143.1,1,,,,,9.91738,3,,,,,,,10.36862,1,12.2144,0,,,,,,,,,,,,
