//<Encoding>UTF-8</Encoding>
Cruise	QF	Station	QF	Type	QF	yyyy-mm-ddThh:mm:ss.sss	QF	Longitude [degrees_east]	QF	Latitude [degrees_north]	QF	QV:ODV:STATION	Dummy Var	Longitude	Latitude	Time [yr]	Day of Year	Longitude @ Dummy Var=first	Latitude @ Dummy Var=first	Time [yr] @ Dummy Var=first	Day of Year @ Dummy Var=first	Depth [m]  at  Oxygen [ml/l]=0.45 @ Depth [m]  at  Oxygen [ml/l]=0.45=first
WOA13_1.00deg_1955-2012_Annual	1	27444	1	B	1		1	242.50000	1	19.50000	1	1	0	242.5	19.5			242.5	19.5			266.747
WOA13_1.00deg_1955-2012_Annual	1	27445	1	B	1		1	243.50000	1	19.50000	1	1	0	243.5	19.5			243.5	19.5			245.231
WOA13_1.00deg_1955-2012_Annual	1	27446	1	B	1		1	244.50000	1	19.50000	1	1	0	244.5	19.5			244.5	19.5			219.955
WOA13_1.00deg_1955-2012_Annual	1	27447	1	B	1		1	245.50000	1	19.50000	1	1	0	245.5	19.5			245.5	19.5			202.03
WOA13_1.00deg_1955-2012_Annual	1	27448	1	B	1		1	246.50000	1	19.50000	1	1	0	246.5	19.5			246.5	19.5			192.142
WOA13_1.00deg_1955-2012_Annual	1	27449	1	B	1		1	247.50000	1	19.50000	1	1	0	247.5	19.5			247.5	19.5			173.207
WOA13_1.00deg_1955-2012_Annual	1	27450	1	B	1		1	248.50000	1	19.50000	1	1	0	248.5	19.5			248.5	19.5			161.123
WOA13_1.00deg_1955-2012_Annual	1	27451	1	B	1		1	249.50000	1	19.50000	1	1	0	249.5	19.5			249.5	19.5			150.287
WOA13_1.00deg_1955-2012_Annual	1	27452	1	B	1		1	250.50000	1	19.50000	1	1	0	250.5	19.5			250.5	19.5			141.35
WOA13_1.00deg_1955-2012_Annual	1	27453	1	B	1		1	251.50000	1	19.50000	1	1	0	251.5	19.5			251.5	19.5			128.966
WOA13_1.00deg_1955-2012_Annual	1	27454	1	B	1		1	252.50000	1	19.50000	1	1	0	252.5	19.5			252.5	19.5			122.082
WOA13_1.00deg_1955-2012_Annual	1	27455	1	B	1		1	253.50000	1	19.50000	1	1	0	253.5	19.5			253.5	19.5			108.78
WOA13_1.00deg_1955-2012_Annual	1	27456	1	B	1		1	254.50000	1	19.50000	1	1	0	254.5	19.5			254.5	19.5			88.7053
WOA13_1.00deg_1955-2012_Annual	1	27676	1	B	1		1	240.50000	1	20.50000	1	1	0	240.5	20.5			240.5	20.5			330.847
WOA13_1.00deg_1955-2012_Annual	1	27677	1	B	1		1	241.50000	1	20.50000	1	1	0	241.5	20.5			241.5	20.5			315.48
WOA13_1.00deg_1955-2012_Annual	1	27678	1	B	1		1	242.50000	1	20.50000	1	1	0	242.5	20.5			242.5	20.5			295.783
WOA13_1.00deg_1955-2012_Annual	1	27679	1	B	1		1	243.50000	1	20.50000	1	1	0	243.5	20.5			243.5	20.5			273.654
WOA13_1.00deg_1955-2012_Annual	1	27680	1	B	1		1	244.50000	1	20.50000	1	1	0	244.5	20.5			244.5	20.5			248.296
WOA13_1.00deg_1955-2012_Annual	1	27681	1	B	1		1	245.50000	1	20.50000	1	1	0	245.5	20.5			245.5	20.5			219.406
WOA13_1.00deg_1955-2012_Annual	1	27682	1	B	1		1	246.50000	1	20.50000	1	1	0	246.5	20.5			246.5	20.5			200.337
WOA13_1.00deg_1955-2012_Annual	1	27683	1	B	1		1	247.50000	1	20.50000	1	1	0	247.5	20.5			247.5	20.5			182.813
WOA13_1.00deg_1955-2012_Annual	1	27684	1	B	1		1	248.50000	1	20.50000	1	1	0	248.5	20.5			248.5	20.5			168.304
WOA13_1.00deg_1955-2012_Annual	1	27685	1	B	1		1	249.50000	1	20.50000	1	1	0	249.5	20.5			249.5	20.5			153.422
WOA13_1.00deg_1955-2012_Annual	1	27686	1	B	1		1	250.50000	1	20.50000	1	1	0	250.5	20.5			250.5	20.5			145.802
WOA13_1.00deg_1955-2012_Annual	1	27687	1	B	1		1	251.50000	1	20.50000	1	1	0	251.5	20.5			251.5	20.5			134.317
WOA13_1.00deg_1955-2012_Annual	1	27688	1	B	1		1	252.50000	1	20.50000	1	1	0	252.5	20.5			252.5	20.5			121.603
WOA13_1.00deg_1955-2012_Annual	1	27689	1	B	1		1	253.50000	1	20.50000	1	1	0	253.5	20.5			253.5	20.5			102.121
WOA13_1.00deg_1955-2012_Annual	1	27897	1	B	1		1	240.50000	1	21.50000	1	1	0	240.5	21.5			240.5	21.5			367.29
WOA13_1.00deg_1955-2012_Annual	1	27898	1	B	1		1	241.50000	1	21.50000	1	1	0	241.5	21.5			241.5	21.5			345.619
WOA13_1.00deg_1955-2012_Annual	1	27899	1	B	1		1	242.50000	1	21.50000	1	1	0	242.5	21.5			242.5	21.5			320.867
WOA13_1.00deg_1955-2012_Annual	1	27900	1	B	1		1	243.50000	1	21.50000	1	1	0	243.5	21.5			243.5	21.5			295.811
WOA13_1.00deg_1955-2012_Annual	1	27901	1	B	1		1	244.50000	1	21.50000	1	1	0	244.5	21.5			244.5	21.5			270.165
WOA13_1.00deg_1955-2012_Annual	1	27902	1	B	1		1	245.50000	1	21.50000	1	1	0	245.5	21.5			245.5	21.5			239.981
WOA13_1.00deg_1955-2012_Annual	1	27903	1	B	1		1	246.50000	1	21.50000	1	1	0	246.5	21.5			246.5	21.5			212.77
WOA13_1.00deg_1955-2012_Annual	1	27904	1	B	1		1	247.50000	1	21.50000	1	1	0	247.5	21.5			247.5	21.5			195.891
WOA13_1.00deg_1955-2012_Annual	1	27905	1	B	1		1	248.50000	1	21.50000	1	1	0	248.5	21.5			248.5	21.5			174.307
WOA13_1.00deg_1955-2012_Annual	1	27906	1	B	1		1	249.50000	1	21.50000	1	1	0	249.5	21.5			249.5	21.5			158.921
WOA13_1.00deg_1955-2012_Annual	1	27907	1	B	1		1	250.50000	1	21.50000	1	1	0	250.5	21.5			250.5	21.5			150.686
WOA13_1.00deg_1955-2012_Annual	1	27908	1	B	1		1	251.50000	1	21.50000	1	1	0	251.5	21.5			251.5	21.5			136.758
WOA13_1.00deg_1955-2012_Annual	1	27909	1	B	1		1	252.50000	1	21.50000	1	1	0	252.5	21.5			252.5	21.5			121.102
WOA13_1.00deg_1955-2012_Annual	1	27910	1	B	1		1	253.50000	1	21.50000	1	1	0	253.5	21.5			253.5	21.5			108.056
WOA13_1.00deg_1955-2012_Annual	1	27911	1	B	1		1	254.50000	1	21.50000	1	1	0	254.5	21.5			254.5	21.5			93.5682
WOA13_1.00deg_1955-2012_Annual	1	28115	1	B	1		1	240.50000	1	22.50000	1	1	0	240.5	22.5			240.5	22.5			398.673
WOA13_1.00deg_1955-2012_Annual	1	28116	1	B	1		1	241.50000	1	22.50000	1	1	0	241.5	22.5			241.5	22.5			372.373
WOA13_1.00deg_1955-2012_Annual	1	28117	1	B	1		1	242.50000	1	22.50000	1	1	0	242.5	22.5			242.5	22.5			345.264
WOA13_1.00deg_1955-2012_Annual	1	28118	1	B	1		1	243.50000	1	22.50000	1	1	0	243.5	22.5			243.5	22.5			317.973
WOA13_1.00deg_1955-2012_Annual	1	28119	1	B	1		1	244.50000	1	22.50000	1	1	0	244.5	22.5			244.5	22.5			286.965
WOA13_1.00deg_1955-2012_Annual	1	28120	1	B	1		1	245.50000	1	22.50000	1	1	0	245.5	22.5			245.5	22.5			259.183
WOA13_1.00deg_1955-2012_Annual	1	28121	1	B	1		1	246.50000	1	22.50000	1	1	0	246.5	22.5			246.5	22.5			232.963
WOA13_1.00deg_1955-2012_Annual	1	28122	1	B	1		1	247.50000	1	22.50000	1	1	0	247.5	22.5			247.5	22.5			202.84
WOA13_1.00deg_1955-2012_Annual	1	28123	1	B	1		1	248.50000	1	22.50000	1	1	0	248.5	22.5			248.5	22.5			176.497
WOA13_1.00deg_1955-2012_Annual	1	28124	1	B	1		1	249.50000	1	22.50000	1	1	0	249.5	22.5			249.5	22.5			166.157
WOA13_1.00deg_1955-2012_Annual	1	28125	1	B	1		1	250.50000	1	22.50000	1	1	0	250.5	22.5			250.5	22.5			146.178
WOA13_1.00deg_1955-2012_Annual	1	28126	1	B	1		1	251.50000	1	22.50000	1	1	0	251.5	22.5			251.5	22.5			139.16
WOA13_1.00deg_1955-2012_Annual	1	28127	1	B	1		1	252.50000	1	22.50000	1	1	0	252.5	22.5			252.5	22.5			128.156
WOA13_1.00deg_1955-2012_Annual	1	28128	1	B	1		1	253.50000	1	22.50000	1	1	0	253.5	22.5			253.5	22.5			106.254
WOA13_1.00deg_1955-2012_Annual	1	28332	1	B	1		1	240.50000	1	23.50000	1	1	0	240.5	23.5			240.5	23.5			418.964
WOA13_1.00deg_1955-2012_Annual	1	28333	1	B	1		1	241.50000	1	23.50000	1	1	0	241.5	23.5			241.5	23.5			400
WOA13_1.00deg_1955-2012_Annual	1	28334	1	B	1		1	242.50000	1	23.50000	1	1	0	242.5	23.5			242.5	23.5			365.594
WOA13_1.00deg_1955-2012_Annual	1	28335	1	B	1		1	243.50000	1	23.50000	1	1	0	243.5	23.5			243.5	23.5			339.042
WOA13_1.00deg_1955-2012_Annual	1	28336	1	B	1		1	244.50000	1	23.50000	1	1	0	244.5	23.5			244.5	23.5			308.099
WOA13_1.00deg_1955-2012_Annual	1	28337	1	B	1		1	245.50000	1	23.50000	1	1	0	245.5	23.5			245.5	23.5			274.218
WOA13_1.00deg_1955-2012_Annual	1	28338	1	B	1		1	246.50000	1	23.50000	1	1	0	246.5	23.5			246.5	23.5			241.364
WOA13_1.00deg_1955-2012_Annual	1	28339	1	B	1		1	247.50000	1	23.50000	1	1	0	247.5	23.5			247.5	23.5			211.439
WOA13_1.00deg_1955-2012_Annual	1	28340	1	B	1		1	248.50000	1	23.50000	1	1	0	248.5	23.5			248.5	23.5			178.941
WOA13_1.00deg_1955-2012_Annual	1	28341	1	B	1		1	249.50000	1	23.50000	1	1	0	249.5	23.5			249.5	23.5			158.267
WOA13_1.00deg_1955-2012_Annual	1	28342	1	B	1		1	251.50000	1	23.50000	1	1	0	251.5	23.5			251.5	23.5			150.927
WOA13_1.00deg_1955-2012_Annual	1	28343	1	B	1		1	252.50000	1	23.50000	1	1	0	252.5	23.5			252.5	23.5			137.31
WOA13_1.00deg_1955-2012_Annual	1	28556	1	B	1		1	240.50000	1	24.50000	1	1	0	240.5	24.5			240.5	24.5			442.498
WOA13_1.00deg_1955-2012_Annual	1	28557	1	B	1		1	241.50000	1	24.50000	1	1	0	241.5	24.5			241.5	24.5			417.958
WOA13_1.00deg_1955-2012_Annual	1	28558	1	B	1		1	242.50000	1	24.50000	1	1	0	242.5	24.5			242.5	24.5			391.611
WOA13_1.00deg_1955-2012_Annual	1	28559	1	B	1		1	243.50000	1	24.50000	1	1	0	243.5	24.5			243.5	24.5			360.809
WOA13_1.00deg_1955-2012_Annual	1	28560	1	B	1		1	244.50000	1	24.50000	1	1	0	244.5	24.5			244.5	24.5			327.298
WOA13_1.00deg_1955-2012_Annual	1	28561	1	B	1		1	245.50000	1	24.50000	1	1	0	245.5	24.5			245.5	24.5			291.491
WOA13_1.00deg_1955-2012_Annual	1	28562	1	B	1		1	246.50000	1	24.50000	1	1	0	246.5	24.5			246.5	24.5			253.158
WOA13_1.00deg_1955-2012_Annual	1	28563	1	B	1		1	247.50000	1	24.50000	1	1	0	247.5	24.5			247.5	24.5			215.712
WOA13_1.00deg_1955-2012_Annual	1	28564	1	B	1		1	250.50000	1	24.50000	1	1	0	250.5	24.5			250.5	24.5			199.022
WOA13_1.00deg_1955-2012_Annual	1	28565	1	B	1		1	251.50000	1	24.50000	1	1	0	251.5	24.5			251.5	24.5			195.404
WOA13_1.00deg_1955-2012_Annual	1	28773	1	B	1		1	240.50000	1	25.50000	1	1	0	240.5	25.5			240.5	25.5			464.428
WOA13_1.00deg_1955-2012_Annual	1	28774	1	B	1		1	241.50000	1	25.50000	1	1	0	241.5	25.5			241.5	25.5			440.16
WOA13_1.00deg_1955-2012_Annual	1	28775	1	B	1		1	242.50000	1	25.50000	1	1	0	242.5	25.5			242.5	25.5			414.497
WOA13_1.00deg_1955-2012_Annual	1	28776	1	B	1		1	243.50000	1	25.50000	1	1	0	243.5	25.5			243.5	25.5			384.18
WOA13_1.00deg_1955-2012_Annual	1	28777	1	B	1		1	244.50000	1	25.50000	1	1	0	244.5	25.5			244.5	25.5			345.389
WOA13_1.00deg_1955-2012_Annual	1	28778	1	B	1		1	245.50000	1	25.50000	1	1	0	245.5	25.5			245.5	25.5			298.933
WOA13_1.00deg_1955-2012_Annual	1	28779	1	B	1		1	246.50000	1	25.50000	1	1	0	246.5	25.5			246.5	25.5			237.925
WOA13_1.00deg_1955-2012_Annual	1	28780	1	B	1		1	247.50000	1	25.50000	1	1	0	247.5	25.5			247.5	25.5			201.789
WOA13_1.00deg_1955-2012_Annual	1	28781	1	B	1		1	250.50000	1	25.50000	1	1	0	250.5	25.5			250.5	25.5			194.592
WOA13_1.00deg_1955-2012_Annual	1	28984	1	B	1		1	240.50000	1	26.50000	1	1	0	240.5	26.5			240.5	26.5			483.373
WOA13_1.00deg_1955-2012_Annual	1	28985	1	B	1		1	241.50000	1	26.50000	1	1	0	241.5	26.5			241.5	26.5			460.394
WOA13_1.00deg_1955-2012_Annual	1	28986	1	B	1		1	242.50000	1	26.50000	1	1	0	242.5	26.5			242.5	26.5			436.26
WOA13_1.00deg_1955-2012_Annual	1	28987	1	B	1		1	243.50000	1	26.50000	1	1	0	243.5	26.5			243.5	26.5			408.431
WOA13_1.00deg_1955-2012_Annual	1	28988	1	B	1		1	244.50000	1	26.50000	1	1	0	244.5	26.5			244.5	26.5			362.964
WOA13_1.00deg_1955-2012_Annual	1	28989	1	B	1		1	245.50000	1	26.50000	1	1	0	245.5	26.5			245.5	26.5			299.039
WOA13_1.00deg_1955-2012_Annual	1	28990	1	B	1		1	246.50000	1	26.50000	1	1	0	246.5	26.5			246.5	26.5			
WOA13_1.00deg_1955-2012_Annual	1	28991	1	B	1		1	249.50000	1	26.50000	1	1	0	249.5	26.5			249.5	26.5			247.495
WOA13_1.00deg_1955-2012_Annual	1	29192	1	B	1		1	240.50000	1	27.50000	1	1	0	240.5	27.5			240.5	27.5			501.719
WOA13_1.00deg_1955-2012_Annual	1	29193	1	B	1		1	241.50000	1	27.50000	1	1	0	241.5	27.5			241.5	27.5			477.055
WOA13_1.00deg_1955-2012_Annual	1	29194	1	B	1		1	242.50000	1	27.50000	1	1	0	242.5	27.5			242.5	27.5			458.87
WOA13_1.00deg_1955-2012_Annual	1	29195	1	B	1		1	243.50000	1	27.50000	1	1	0	243.5	27.5			243.5	27.5			435.534
WOA13_1.00deg_1955-2012_Annual	1	29196	1	B	1		1	244.50000	1	27.50000	1	1	0	244.5	27.5			244.5	27.5			398.529
WOA13_1.00deg_1955-2012_Annual	1	29197	1	B	1		1	248.50000	1	27.50000	1	1	0	248.5	27.5			248.5	27.5			317.57
WOA13_1.00deg_1955-2012_Annual	1	29399	1	B	1		1	240.50000	1	28.50000	1	1	0	240.5	28.5			240.5	28.5			511.018
WOA13_1.00deg_1955-2012_Annual	1	29400	1	B	1		1	241.50000	1	28.50000	1	1	0	241.5	28.5			241.5	28.5			491.909
WOA13_1.00deg_1955-2012_Annual	1	29401	1	B	1		1	242.50000	1	28.50000	1	1	0	242.5	28.5			242.5	28.5			473.141
WOA13_1.00deg_1955-2012_Annual	1	29402	1	B	1		1	243.50000	1	28.50000	1	1	0	243.5	28.5			243.5	28.5			453.77
WOA13_1.00deg_1955-2012_Annual	1	29403	1	B	1		1	244.50000	1	28.50000	1	1	0	244.5	28.5			244.5	28.5			404.303
WOA13_1.00deg_1955-2012_Annual	1	29404	1	B	1		1	245.50000	1	28.50000	1	1	0	245.5	28.5			245.5	28.5			
WOA13_1.00deg_1955-2012_Annual	1	29602	1	B	1		1	240.50000	1	29.50000	1	1	0	240.5	29.5			240.5	29.5			517.506
WOA13_1.00deg_1955-2012_Annual	1	29603	1	B	1		1	241.50000	1	29.50000	1	1	0	241.5	29.5			241.5	29.5			501.768
WOA13_1.00deg_1955-2012_Annual	1	29604	1	B	1		1	242.50000	1	29.50000	1	1	0	242.5	29.5			242.5	29.5			490.173
WOA13_1.00deg_1955-2012_Annual	1	29605	1	B	1		1	243.50000	1	29.50000	1	1	0	243.5	29.5			243.5	29.5			486.626
WOA13_1.00deg_1955-2012_Annual	1	29798	1	B	1		1	240.50000	1	30.50000	1	1	0	240.5	30.5			240.5	30.5			514.347
WOA13_1.00deg_1955-2012_Annual	1	29799	1	B	1		1	241.50000	1	30.50000	1	1	0	241.5	30.5			241.5	30.5			504.166
WOA13_1.00deg_1955-2012_Annual	1	29800	1	B	1		1	242.50000	1	30.50000	1	1	0	242.5	30.5			242.5	30.5			490.511
WOA13_1.00deg_1955-2012_Annual	1	29801	1	B	1		1	243.50000	1	30.50000	1	1	0	243.5	30.5			243.5	30.5			492.741
WOA13_1.00deg_1955-2012_Annual	1	29802	1	B	1		1	246.50000	1	30.50000	1	1	0	246.5	30.5			246.5	30.5			
WOA13_1.00deg_1955-2012_Annual	1	29994	1	B	1		1	240.50000	1	31.50000	1	1	0	240.5	31.5			240.5	31.5			507.436
WOA13_1.00deg_1955-2012_Annual	1	29995	1	B	1		1	241.50000	1	31.50000	1	1	0	241.5	31.5			241.5	31.5			491.35
WOA13_1.00deg_1955-2012_Annual	1	29996	1	B	1		1	242.50000	1	31.50000	1	1	0	242.5	31.5			242.5	31.5			478.364
WOA13_1.00deg_1955-2012_Annual	1	30198	1	B	1		1	240.50000	1	32.50000	1	1	0	240.5	32.5			240.5	32.5			493.09
WOA13_1.00deg_1955-2012_Annual	1	30199	1	B	1		1	241.50000	1	32.50000	1	1	0	241.5	32.5			241.5	32.5			488.845
WOA13_1.00deg_1955-2012_Annual	1	30200	1	B	1		1	242.50000	1	32.50000	1	1	0	242.5	32.5			242.5	32.5			574.592
WOA13_1.00deg_1955-2012_Annual	1	30406	1	B	1		1	240.50000	1	33.50000	1	1	0	240.5	33.5			240.5	33.5			462.204
WOA13_1.00deg_1955-2012_Annual	1	30407	1	B	1		1	241.50000	1	33.50000	1	1	0	241.5	33.5			241.5	33.5			450.883
